Globalstrahlung,Luftdruck reduziert auf Meeresniveau,Luftdruck reduziert auf Meeresniveau mit Standardatmosphäre,Geopotentielle Höhe der 850 hPa-Fläche,Geopotentielle Höhe der 700 hPa-Fläche,Windrichtung vektoriell,Windgeschwindigkeit Turm,Böenspitze Turm,Lufttemperatur Instrument 1,Relative Luftfeuchtigkeit Turm,Taupunkt Turm,Kanton,Koordinaten,Datum,Föhnindex,Zeit,Schneefallmenge (letzte Stunde),Wetterbedingung,station_id,Region,Windböen,Luftfeuchtigkeit,Sonneneinstrahlungsdauer,Temperatur,Windrichtung,Ort,Taupunkt,Niederschlagsmenge (letzte Stunde),Luftdruck,Windgeschwindigkeit,Land, Region
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
