Kanton,Koordinaten,id_meteostat,country,wmo,icao,elevation,timezone,id_openweathermap,Ort,Region
,"47.123932,7.5635",,CH,,,,,7287400.0,Utzenstorf,Burgdorf-Limpachtal
,"47.124111,9.31194",,CH,,,,,2658061.0,Walenstadt,Kerenzerberg-Seeztal
,"47.124199,9.79679",,AT,,,,,7872644.0,Bürs,Bludenz
,"47.124241,8.44436",,CH,,,,,2659704.0,Meierskappel,Goldau-Ägeri
,"47.124352,7.24086",,CH,,,,,7286633.0,Nidau,Nidau-Ins
,"47.124458,9.99104",,AT,,,,,2781119.0,Dalaas,Bludenz
,"47.125111,9.84372",,AT,,,,,7873720.0,Lorüns,Bludenz
,"47.125149,7.55254",,CH,,,,,7670155.0,Ey,Burgdorf-Limpachtal
,"47.125301,8.34885",,CH,,,,,2660250.0,Inwil,Emmen-Hochdorf
,"47.12537,7.63785",,CH,,,,,2661820.0,Alchenstorf,Burgdorf-Limpachtal
,"47.12545,7.24033",,CH,,,,,2659474.0,Nidau,Nidau-Ins
,"47.12545,8.31209",,CH,,,,,7285765.0,Eschenbach (LU),Emmen-Hochdorf
,"47.125931,9.32979",,CH,,,,,7287525.0,Walenstadt,Kerenzerberg-Seeztal
,"47.12598,9.05428",,CH,,,,,2659451.0,Niederurnen,Linthebene-Gaster
,"47.126259,8.8893",,CH,,,,,7287495.0,Vorderthal,Einsiedeln-Wägital
,"47.126862,6.92825",,CH,,,,,2659071.0,Renan,Vallon de Saint-Imier
,"47.126869,9.0232",,CH,,,,,7286652.0,Niederurnen,Glarus Nord-Mitte
,"47.127151,7.15566",,CH,,,,,7286252.0,Lamboing,Bienne-Neuchâtel
FL,"47.127472,9.517578",,,,,,,,Vaduz,Liechtenstein
,"47.127892,8.13549",,CH,,,,,7286660.0,Nottwil,Huttwil-Willisau
,"47.128151,7.27801",,CH,,,,,7285349.0,Brügg,Nidau-Ins
,"47.1286,9.2161",06687,CH,06687,,419.0,Europe/Zurich,,Quinten,Kerenzerberg-Seeztal
SG,"47.128739,9.21605",,,,,,,,Quinten,Kerenzerberg-Seeztal
,"47.129349,7.76413",,CH,,,,,7287393.0,Ursenbach,Langenthal
,"47.12981,7.55838",,CH,,,,,2658211.0,Utzenstorf,Burgdorf-Limpachtal
,"47.130421,6.52468",,FR,,,,,2989425.0,Orchamps-Vennes,Doubs
,"47.1317,7.0544",06605,CH,06605,,1599.0,Europe/Zurich,,Chasseral / Nods,Vallon de Saint-Imier
BE,"47.131761,7.054367",,,,,,,,Chasseral,Vallon de Saint-Imier
,"47.131901,7.81074",,CH,,,,,7286932.0,Rohrbach,Langenthal
,"47.131939,8.19391",,CH,,,,,2658631.0,Sempach,Emmen-Hochdorf
,"47.13205,7.47885",,CH,,,,,6458841.0,Bezirk Bucheggberg,Burgdorf-Limpachtal
,"47.132401,7.24411",,CH,,,,,2661513.0,Biel/Bienne,Nidau-Ins
,"47.13282,8.04781",,CH,,,,,2660474.0,Grosswangen,Huttwil-Willisau
SZ,"47.133042,8.756556",,,,,,,,Einsiedeln,Einsiedeln-Wägital
,"47.13306,9.85",,AT,,,,,2764699.0,Stallehr,Bludenz
,"47.1331,8.7564",06675,CH,06675,,910.0,Europe/Zurich,,Einsiedeln / Birchli,Einsiedeln-Wägital
,"47.1333,9.5167",06990,LI,06990,,460.0,Europe/Vaduz,,Vaduz,Liechtenstein
,"47.133331,10.08333",,AT,,,,,2773915.0,Klösterle,Bludenz
,"47.133331,6.53333",,FR,,,,,6429921.0,Orchamps-Vennes,Doubs
,"47.133331,9.51667",,LI,,,,,3042031.0,Vaduz,Liechtenstein
,"47.133469,8.05488",,CH,,,,,7285993.0,Grosswangen,Huttwil-Willisau
,"47.1336,8.6081",06676,CH,06676,,724.0,Europe/Zurich,,Oberaegeri / Oberägeri,Goldau-Ägeri
,"47.133629,7.54104",,CH,,,,,2661596.0,Bätterkinden,Burgdorf-Limpachtal
ZG,"47.133636,8.608206",,,,,,,,Oberägeri,Goldau-Ägeri
,"47.13385,7.59875",,CH,,,,,2660115.0,Koppigen,Burgdorf-Limpachtal
,"47.134472,9.09644",,CH,,,,,2658040.0,Weesen,Kerenzerberg-Seeztal
,"47.134869,7.23732",,CH,,,,,6458773.0,Amt Biel,Nidau-Ins
,"47.135208,7.81334",,CH,,,,,2658991.0,Rohrbach,Langenthal
,"47.135689,8.13712",,CH,,,,,2659436.0,Nottwil,Emmen-Hochdorf
,"47.135731,7.92628",,CH,,,,,7287628.0,Zell (LU),Huttwil-Willisau
,"47.135948,7.60273",,CH,,,,,7286218.0,Koppigen,Burgdorf-Limpachtal
,"47.13644,8.5853",,CH,,,,,2658264.0,Unterägeri,Goldau-Ägeri
,"47.13673,7.92495",,CH,,,,,2657931.0,Zell,Huttwil-Willisau
,"47.136879,7.52987",,CH,,,,,7285167.0,Bätterkinden,Burgdorf-Limpachtal
,"47.136959,7.77193",,CH,,,,,2658219.0,Ursenbach,Langenthal
,"47.137329,9.85982",,AT,,,,,7872651.0,Stallehr,Bludenz
,"47.138561,9.67435",,AT,,,,,7873722.0,Nenzing,Bludenz
,"47.138592,7.96671",,CH,,,,,7285910.0,Gettnau,Huttwil-Willisau
,"47.138828,6.96404",,CH,,,,,2658553.0,Sonvilier,Vallon de Saint-Imier
,"47.138908,7.30775",,CH,,,,,2659282.0,Orpund,Lyss-Grenchen
,"47.139481,8.19905",,CH,,,,,7287148.0,Sempach,Emmen-Hochdorf
,"47.13958,7.38111",,CH,,,,,6458803.0,Amt Büren,Lyss-Grenchen
,"47.139759,7.3722",,CH,,,,,2661324.0,Büren an der Aare,Lyss-Grenchen
,"47.140541,8.441",,CH,,,,,7286917.0,Risch,Zug-Knonau
,"47.14064,7.97007",,CH,,,,,2660626.0,Gettnau,Huttwil-Willisau
,"47.141338,7.4667",,CH,,,,,2660354.0,Hessigkofen,Burgdorf-Limpachtal
,"47.14151,8.45346",,CH,,,,,2661327.0,Buonas,Zug-Knonau
,"47.14151,9.52154",,LI,,,,,3042030.0,Vaduz,Liechtenstein
,"47.14175,7.37063",,CH,,,,,7285387.0,Büren an der Aare,Lyss-Grenchen
,"47.141811,7.30311",,CH,,,,,7286753.0,Orpund,Lyss-Grenchen
,"47.142181,6.95225",,CH,,,,,7287191.0,Sonvilier,Vallon de Saint-Imier
,"47.142181,7.68299",,CH,,,,,7287131.0,Seeberg,Langenthal
,"47.142391,7.49619",,CH,,,,,6691347.0,Brügglen,Burgdorf-Limpachtal
,"47.142681,9.09327",,CH,,,,,7287551.0,Weesen,Linthebene-Gaster
,"47.143028,6.8922",,CH,,,,,2660062.0,La Ferrière,Franches-Montagnes
,"47.143089,7.21699",,CH,,,,,2659791.0,Magglingen,Bienne-Neuchâtel
,"47.14336,6.90027",,CH,,,,,7286247.0,La Ferrière,Franches-Montagnes
,"47.14344,7.86832",,CH,,,,,7285938.0,Gondiswil,Langenthal
,"47.143909,7.49546",,CH,,,,,7285350.0,Brügglen,Burgdorf-Limpachtal
,"47.144089,9.94122",,AT,,,,,7873718.0,Innerbraz,Bludenz
,"47.14558,7.22098",,CH,,,,,7285785.0,Evilard/Leubringen,Bienne-Neuchâtel
,"47.145901,7.73158",,CH,,,,,7286726.0,Ochlenberg,Langenthal
,"47.146439,9.77736",,AT,,,,,7580215.0,Bürserberg,Bludenz
,"47.14653,8.3372",,CH,,,,,7285145.0,Ballwil,Emmen-Hochdorf
,"47.146648,8.39355",,CH,,,,,2661013.0,Dietwil,Emmen-Hochdorf
,"47.14677,7.87136",,CH,,,,,2660566.0,Gondiswil,Langenthal
,"47.147381,8.23181",,CH,,,,,7286081.0,Hildisrieden,Emmen-Hochdorf
,"47.147411,7.99517",,CH,,,,,7285045.0,Alberswil,Huttwil-Willisau
,"47.147839,9.00777",,CH,,,,,7285246.0,Bilten,Glarus Nord-Mitte
,"47.147888,7.45396",,CH,,,,,7285236.0,Bibern (SO),Solothurn-Rothrist
,"47.147888,8.39507",,CH,,,,,7285654.0,Dietwil,Emmen-Hochdorf
,"47.14888,9.14233",,CH,,,,,2661758.0,Amden,Kerenzerberg-Seeztal
,"47.149231,7.2611",,CH,,,,,7285241.0,Biel/Bienne,Bienne-Neuchâtel
,"47.149288,8.12719",,CH,,,,,6458877.0,Amt Sursee,Emmen-Hochdorf
,"47.149529,7.73603",,CH,,,,,2659314.0,Ochlenberg,Langenthal
,"47.149689,7.23755",,CH,,,,,2660842.0,Evilard,Vallon de Saint-Imier
,"47.149719,9.76667",,AT,,,,,2781160.0,Bürserberg,Bludenz
,"47.149719,9.8",,AT,,,,,2781161.0,Bürs,Bludenz
,"47.149719,9.81667",,AT,,,,,2781680.0,Bludenz,Bludenz
,"47.149979,8.00313",,CH,,,,,2661829.0,Alberswil,Huttwil-Willisau
,"47.150002,6.35",,FR,,,,,2998998.0,Valdahon,Doubs
,"47.150002,7.4",,CH,,,,,2658910.0,Rüti bei Bueren,Lyss-Grenchen
,"47.150002,8.52323",,CH,,,,,7287644.0,Zug,Zug-Knonau
,"47.150002,9.91667",,AT,,,,,2775270.0,Innerbraz,Bludenz
,"47.150311,8.01759",,CH,,,,,2660848.0,Ettiswil,Huttwil-Willisau
,"47.150681,8.22582",,CH,,,,,2660352.0,Hildisrieden,Emmen-Hochdorf
,"47.15099,9.02821",,CH,,,,,2661503.0,Bilten,Linthebene-Gaster
,"47.151161,8.16696",,CH,,,,,2660931.0,Eich,Emmen-Hochdorf
,"47.151321,7.41124",,CH,,,,,7286998.0,Rüti bei Büren,Lyss-Grenchen
,"47.15163,9.01963",,CH,,,,,2658259.0,Unterbilten,Linthebene-Gaster
,"47.151669,6.9894",,CH,,,,,7287029.0,Saint-Imier,Vallon de Saint-Imier
,"47.151958,8.26148",,CH,,,,,6458761.0,Amt Hochdorf,Emmen-Hochdorf
,"47.15284,6.99692",,CH,,,,,2658871.0,Saint-Imier,Vallon de Saint-Imier
,"47.154572,9.86819",,AT,,,,,7873716.0,Bludenz,Bludenz
,"47.154579,8.1022",,CH,,,,,7286700.0,Oberkirch,Huttwil-Willisau
,"47.154869,8.32138",,CH,,,,,2661632.0,Ballwil,Emmen-Hochdorf
,"47.154888,8.93328",,CH,,,,,7287114.0,Schübelbach,Linthebene-Gaster
,"47.155048,7.66665",,CH,,,,,2658655.0,Seeberg,Langenthal
,"47.15575,8.02957",,CH,,,,,7285781.0,Ettiswil,Huttwil-Willisau
,"47.156239,7.19312",,CH,,,,,7286756.0,Orvin,Vallon de Saint-Imier
,"47.156422,8.11567",,CH,,,,,2659372.0,Oberkirch,Zofingen-Triengen
,"47.156502,8.44089",,CH,,,,,7670216.0,Holzhäusern,Zug-Knonau
,"47.156689,10.03634",,AT,,,,,7872645.0,Dalaas,Bludenz
,"47.15799,9.04736",,CH,,,,,2658754.0,Schänis,Linthebene-Gaster
,"47.158329,7.95228",,CH,,,,,2659302.0,Ohmstal,Huttwil-Willisau
,"47.158379,7.01889",,CH,,,,,2658122.0,Villeret,Vallon de Saint-Imier
,"47.159161,7.68659",,CH,,,,,7287233.0,Steinhof,Langenthal
,"47.159321,7.95418",,CH,,,,,7286735.0,Ohmstal,Huttwil-Willisau
,"47.159649,7.34801",,CH,,,,,2659701.0,Meinisberg,Lyss-Grenchen
,"47.159908,8.17132",,CH,,,,,7285712.0,Eich,Emmen-Hochdorf
,"47.16021,9.16628",,CH,,,,,7285070.0,Amden,Kerenzerberg-Seeztal
,"47.160519,7.02106",,CH,,,,,7287475.0,Villeret,Vallon de Saint-Imier
,"47.160549,6.72912",,FR,,,,,3002256.0,Le Russey,Doubs
,"47.160679,7.21368",,CH,,,,,2659277.0,Orvin,Vallon de Saint-Imier
,"47.16098,8.9733",,CH,,,,,7286873.0,Reichenburg,Linthebene-Gaster
,"47.16124,7.68674",,CH,,,,,6691360.0,Steinhof,Langenthal
,"47.161282,8.91103",,CH,,,,,6458781.0,Bezirk March,Linthebene-Gaster
,"47.161419,7.35266",,CH,,,,,7286474.0,Meinisberg,Lyss-Grenchen
,"47.162739,7.81057",,CH,,,,,7286412.0,Madiswil,Langenthal
,"47.164501,8.52052",,CH,,,,,6458807.0,Zug,Zug-Knonau
,"47.164631,7.79858",,CH,,,,,2659805.0,Madiswil,Langenthal
,"47.164982,9.50867",,LI,,,,,3042041.0,Schaan,Liechtenstein
,"47.165329,7.43139",,CH,,,,,2661729.0,Arch,Lyss-Grenchen
,"47.165562,7.43414",,CH,,,,,7285090.0,Arch,Lyss-Grenchen
,"47.16597,9.46275",,CH,,,,,7285374.0,Buchs (SG),Werdenberg
,"47.166431,8.29232",,CH,,,,,7286091.0,Hochdorf,Emmen-Hochdorf
,"47.166672,6.41667",,FR,,,,,3020989.0,Doubs,Doubs
,"47.166672,8.1",,CH,,,,,2658440.0,Sursee,Zofingen-Triengen
,"47.166672,8.16667",,CH,,,,,2659810.0,Kanton Luzern,Zofingen-Triengen
,"47.166672,8.28333",,CH,,,,,2660332.0,Hochdorf,Emmen-Hochdorf
,"47.166672,8.58333",,CH,,,,,2657907.0,Kanton Zug,Zug-Knonau
,"47.166672,9.53333",,LI,,,,,3042058.0,Principality of Liechtenstein,Liechtenstein
,"47.166672,9.8",,AT,,,,,2770391.0,Nüziders,Bludenz
,"47.1667,7.4",06632,CH,06632,LSZG,430.0,Europe/Zurich,,Grenchen,Lyss-Grenchen
,"47.166729,8.39441",,CH,,,,,2659355.0,Oberrüti,Emmen-Hochdorf
,"47.16692,8.39862",,CH,,,,,7286711.0,Oberrüti,Emmen-Hochdorf
,"47.167431,9.47794",,CH,,,,,2661349.0,Buchs,Werdenberg
,"47.167469,8.98304",,CH,,,,,2659079.0,Reichenburg,Linthebene-Gaster
,"47.168129,8.24643",,CH,,,,,2658983.0,Römerswil,Emmen-Hochdorf
,"47.168221,7.98725",,CH,,,,,7287113.0,Schötz,Huttwil-Willisau
,"47.168301,8.14384",,CH,,,,,2658744.0,Schenkon,Emmen-Hochdorf
,"47.168308,9.39448",,CH,,,,,7285952.0,Grabs,Werdenberg
,"47.168468,8.06617",,CH,,,,,2659721.0,Mauensee,Huttwil-Willisau
,"47.168961,7.9887",,CH,,,,,2658701.0,Schötz,Huttwil-Willisau
,"47.169048,7.2549",,CH,,,,,6690629.0,Frinvillier,Vallon de Saint-Imier
,"47.169781,7.57505",,CH,,,,,2660637.0,Gerlafingen,Burgdorf-Limpachtal
,"47.169899,8.60317",,CH,,,,,7286486.0,Menzingen,Zug-Knonau
,"47.170559,7.57203",,CH,,,,,7285905.0,Gerlafingen,Burgdorf-Limpachtal
,"47.170921,7.46662",,CH,,,,,7286341.0,Leuzigen,Solothurn-Rothrist
,"47.170952,8.82818",,CH,,,,,7285058.0,Altendorf,Linthebene-Gaster
,"47.171249,7.96775",,CH,,,,,6458828.0,Amt Willisau,Huttwil-Willisau
,"47.171429,8.25393",,CH,,,,,7286941.0,Römerswil,Emmen-Hochdorf
,"47.171532,7.08278",,CH,,,,,6458873.0,District de Courtelary,Vallon de Saint-Imier
,"47.172421,8.51744",,CH,,,,,2657908.0,Zug,Zug-Knonau
,"47.172668,9.06672",,CH,,,,,7287075.0,Schänis,Linthebene-Gaster
,"47.173019,8.66606",,CH,,,,,7286125.0,Hütten,Wädenswil-Rüti
,"47.17326,8.92811",,CH,,,,,2658696.0,Schübelbach,Linthebene-Gaster
,"47.173859,7.328",,CH,,,,,7286797.0,Pieterlen,Lyss-Grenchen
,"47.174492,7.59799",,CH,,,,,2660105.0,Kriegstetten,Burgdorf-Limpachtal
,"47.17458,7.45776",,CH,,,,,2659904.0,Leuzigen,Lyss-Grenchen
,"47.174599,8.06251",,CH,,,,,7286463.0,Mauensee,Huttwil-Willisau
,"47.174599,8.71345",,CH,,,,,2658734.0,Schindellegi,Wädenswil-Rüti
,"47.174751,8.73137",,CH,,,,,7285816.0,Feusisberg,Wädenswil-Rüti
,"47.174889,7.59506",,CH,,,,,7286224.0,Kriegstetten,Burgdorf-Limpachtal
,"47.175011,7.33791",,CH,,,,,2659203.0,Pieterlen,Lyss-Grenchen
,"47.175362,8.42497",,CH,,,,,2660292.0,Hünenberg,Zug-Knonau
,"47.175629,8.21028",,CH,,,,,7286623.0,Neudorf,Zofingen-Triengen
,"47.176441,7.07264",,CH,,,,,7285583.0,Courtelary,Vallon de Saint-Imier
,"47.176559,9.82218",,AT,,,,,7872647.0,Nüziders,Bludenz
,"47.176781,7.24652",,CH,,,,,2658978.0,Rondchâtel,Vallon de Saint-Imier
,"47.176991,8.20911",,CH,,,,,2659493.0,Neudorf,Zofingen-Triengen
,"47.17712,7.85616",,CH,,,,,7286477.0,Melchnau,Langenthal
,"47.177151,6.90498",,CH,,,,,2659939.0,Les Bois,Franches-Montagnes
,"47.177429,9.46299",,CH,,,,,6458880.0,Wahlkreis Werdenberg,Werdenberg
,"47.177639,8.59215",,CH,,,,,2659686.0,Menzingen,Zug-Knonau
,"47.178219,7.07236",,CH,,,,,2661092.0,Courtelary,Vallon de Saint-Imier
,"47.178699,7.61204",,CH,,,,,7286727.0,Oekingen,Burgdorf-Limpachtal
SO,"47.179097,7.415144",,,,,,,,Grenchen,Lyss-Grenchen
SZ,"47.179197,8.858686",,,,,,,,Lachen / Galgenen,Linthebene-Gaster
,"47.1794,8.0047",06648,CH,06648,,521.0,Europe/Zurich,,Egolzwil / Wauwil,Huttwil-Willisau
LU,"47.179428,8.004758",,,,,,,,Egolzwil,Huttwil-Willisau
,"47.179489,6.89824",,CH,,,,,7286322.0,Les Bois,Franches-Montagnes
,"47.179798,7.60237",,CH,,,,,6691338.0,Oekingen,Burgdorf-Limpachtal
,"47.180279,7.93889",,CH,,,,,7285685.0,Ebersecken,Huttwil-Willisau
,"47.180679,9.04969",,CH,,,,,2658930.0,Rufi,Linthebene-Gaster
BE,"47.180811,7.090656",,,,,,,,Courtelary,Vallon de Saint-Imier
,"47.180828,8.31802",,CH,,,,,2660322.0,Hohenrain,Emmen-Hochdorf
,"47.180988,8.13373",,CH,,,,,7287080.0,Schenkon,Zofingen-Triengen
,"47.18121,8.31792",,CH,,,,,7286099.0,Hohenrain,Emmen-Hochdorf
,"47.181969,7.36586",,CH,,,,,7286313.0,Lengnau (BE),Lyss-Grenchen
,"47.182129,7.85128",,CH,,,,,2659695.0,Melchnau,Langenthal
,"47.182129,8.46358",,CH,,,,,2661228.0,Cham,Zug-Knonau
,"47.18248,9.44395",,CH,,,,,2660543.0,Grabs,Werdenberg
,"47.183182,6.40082",,FR,,,,,2970016.0,Vercel-Villedieu-le-Camp,Doubs
,"47.183331,6.4",,FR,,,,,6430041.0,Vercel-Villedieu-le-Camp,Doubs
,"47.183331,8.58333",,CH,,,,,2658594.0,Sihlbrugg Dorf,Zug-Knonau
,"47.183559,8.37185",,CH,,,,,2661846.0,Aettenschwil,Emmen-Hochdorf
,"47.183788,7.79483",,CH,,,,,7669618.0,Gutenburg,Langenthal
,"47.183819,7.37371",,CH,,,,,2659957.0,Lengnau,Lyss-Grenchen
,"47.184109,8.00318",,CH,,,,,7285710.0,Egolzwil,Zofingen-Triengen
,"47.184361,9.70539",,AT,,,,,2770885.0,Nenzing,Bludenz
,"47.184479,9.28038",,CH,,,,,7285066.0,Alt St. Johann,Obertoggenburg
,"47.18457,8.021",,CH,,,,,2658041.0,Wauwil,Zofingen-Triengen
,"47.18504,7.54779",,CH,,,,,7285235.0,Biberist,Solothurn-Rothrist
,"47.185162,9.54437",,LI,,,,,3042049.0,Planken,Liechtenstein
,"47.185452,7.29844",,CH,,,,,7287418.0,Vauffelin,Vallon de Saint-Imier
,"47.185589,7.56005",,CH,,,,,2661519.0,Biberist,Solothurn-Rothrist
,"47.187069,8.74724",,CH,,,,,2660787.0,Feusisberg,Wädenswil-Rüti
,"47.18763,7.3805",,CH,,,,,6691404.0,Grenchen (Lingerizquartier),Lyss-Grenchen
,"47.18795,7.7062",,CH,,,,,2660355.0,Herzogenbuchsee,Langenthal
ZG,"47.188278,8.464642",,,,,,,,Cham,Zug-Knonau
,"47.1883,8.4656",06674,CH,06674,,440.0,Europe/Zurich,,Cham,Zug-Knonau
,"47.188309,7.28706",,CH,,,,,6690630.0,Plagne,Vallon de Saint-Imier
,"47.188381,7.70619",,CH,,,,,7286078.0,Herzogenbuchsee,Langenthal
,"47.188629,7.27915",,CH,,,,,7286802.0,Plagne,Vallon de Saint-Imier
,"47.188648,7.34063",,CH,,,,,6690631.0,Romont,Vallon de Saint-Imier
,"47.18911,7.59157",,CH,,,,,6458885.0,Bezirk Wasseramt,Solothurn-Rothrist
,"47.189751,7.21802",,CH,,,,,7286249.0,La Heutte,Vallon de Saint-Imier
,"47.19043,8.7396",,CH,,,,,6458848.0,Bezirk Höfe,Wädenswil-Rüti
,"47.190651,8.39561",,CH,,,,,7287175.0,Sins,Emmen-Hochdorf
,"47.190701,7.22609",,CH,,,,,2660054.0,La Heutte,Vallon de Saint-Imier
,"47.190819,8.89498",,CH,,,,,2658054.0,Wangen,Linthebene-Gaster
,"47.190979,8.68843",,CH,,,,,6292965.0,Langrain,Wädenswil-Rüti
,"47.191071,7.13857",,CH,,,,,7285556.0,Corgémont,Vallon de Saint-Imier
,"47.191269,8.41962",,CH,,,,,7286121.0,Hünenberg,Zug-Knonau
,"47.191349,7.79102",,CH,,,,,2659845.0,Lotzwil,Langenthal
,"47.191368,8.82944",,CH,,,,,2661776.0,Altendorf,Linthebene-Gaster
,"47.191521,8.8562",,CH,,,,,2660075.0,Lachen,Linthebene-Gaster
,"47.19154,7.17846",,CH,,,,,7287188.0,Sonceboz-Sombeval,Vallon de Saint-Imier
,"47.191849,7.5899",,CH,,,,,7285640.0,Derendingen,Solothurn-Rothrist
,"47.191978,9.78975",,AT,,,,,7873721.0,Ludesch,Bludenz
,"47.192101,7.39586",,CH,,,,,2660512.0,Grenchen,Lyss-Grenchen
,"47.192162,8.39578",,CH,,,,,2658577.0,Sins,Emmen-Hochdorf
,"47.19241,8.99573",,CH,,,,,7285197.0,Benken (SG),Linthebene-Gaster
,"47.19257,7.97806",,CH,,,,,2659506.0,Nebikon,Zofingen-Triengen
,"47.193958,8.64004",,CH,,,,,7287107.0,Schönenberg (ZH),Wädenswil-Rüti
,"47.193981,7.24913",,CH,,,,,2659228.0,Péry,Vallon de Saint-Imier
,"47.194149,9.73596",,AT,,,,,7872643.0,Bludesch,Bludenz
,"47.19453,8.88974",,CH,,,,,7287543.0,Wangen (SZ),Linthebene-Gaster
,"47.194569,7.14517",,CH,,,,,2661117.0,Corgémont,Vallon de Saint-Imier
,"47.194778,8.71903",,CH,,,,,2657955.0,Wollerau,Wädenswil-Rüti
,"47.194962,8.29455",,CH,,,,,7302244.0,Kleinwangeen,Emmen-Hochdorf
,"47.195099,8.48581",,CH,,,,,2658483.0,Steinhausen,Zug-Knonau
,"47.195099,9.89977",,AT,,,,,7873724.0,Raggal,Bludenz
,"47.19519,8.07089",,CH,,,,,7286212.0,Knutwil,Zofingen-Triengen
,"47.195438,8.53701",,CH,,,,,7285132.0,Baar,Zug-Knonau
,"47.195919,8.77099",,CH,,,,,7285863.0,Freienbach,Wädenswil-Rüti
,"47.196251,8.52954",,CH,,,,,2661653.0,Baar,Zug-Knonau
,"47.196541,7.17751",,CH,,,,,2658556.0,Sonceboz,Vallon de Saint-Imier
,"47.196899,9.30666",,CH,,,,,2658231.0,Unterwasser,Obertoggenburg
,"47.19717,7.38752",,CH,,,,,7285973.0,Grenchen,Vallon de Saint-Imier
,"47.19762,7.33076",,CH,,,,,7286942.0,Romont (BE),Vallon de Saint-Imier
,"47.198421,9.00434",,CH,,,,,2661560.0,Benken,Linthebene-Gaster
,"47.19846,9.543",,LI,,,,,3042052.0,Nendeln,Liechtenstein
,"47.198502,7.58844",,CH,,,,,2661030.0,Derendingen,Solothurn-Rothrist
,"47.198521,7.61949",,CH,,,,,2658464.0,Subingen,Solothurn-Rothrist
,"47.198689,7.26329",,CH,,,,,7286784.0,Péry,Vallon de Saint-Imier
,"47.198719,9.65353",,AT,,,,,3324296.0,Gampelün,Feldkirch
,"47.199162,7.96964",,CH,,,,,2661770.0,Altishofen,Zofingen-Triengen
,"47.19931,9.76248",,AT,,,,,7872652.0,Thüringen,Bludenz
,"47.199532,8.07315",,CH,,,,,2660124.0,Knutwil,Zofingen-Triengen
,"47.199699,8.1069",,CH,,,,,2660625.0,Geuensee,Zofingen-Triengen
,"47.199821,8.93984",,CH,,,,,7287350.0,Tuggen,Linthebene-Gaster
,"47.200001,9.7",,AT,,,,,2765890.0,Schlins,Feldkirch
,"47.200001,9.73306",,AT,,,,,2781678.0,Bludesch,Bludenz
,"47.200001,9.76667",,AT,,,,,2763658.0,Thüringen,Bludenz
,"47.200001,9.78306",,AT,,,,,2772228.0,Ludesch,Bludenz
,"47.200062,7.62389",,CH,,,,,7287254.0,Subingen,Solothurn-Rothrist
,"47.200481,8.63473",,CH,,,,,6295654.0,Au,Wädenswil-Rüti
,"47.200619,7.42405",,CH,,,,,2661533.0,Bettlach,Vallon de Saint-Imier
,"47.200642,8.68339",,CH,,,,,6292942.0,Geisser,Wädenswil-Rüti
,"47.200771,8.68668",,CH,,,,,7286894.0,Richterswil,Wädenswil-Rüti
,"47.200939,7.95918",,CH,,,,,7285061.0,Altishofen,Zofingen-Triengen
,"47.201221,8.44697",,CH,,,,,7285462.0,Cham,Zug-Knonau
,"47.201481,9.35488",,CH,,,,,2657988.0,Wildhaus,Obertoggenburg
,"47.201729,7.56649",,CH,,,,,2657910.0,Zuchwil,Solothurn-Rothrist
,"47.20182,8.1165",,CH,,,,,7285911.0,Geuensee,Zofingen-Triengen
,"47.20253,7.6791",,CH,,,,,6458822.0,Amt Wangen,Langenthal
,"47.202911,8.94366",,CH,,,,,2658293.0,Tuggen,Linthebene-Gaster
,"47.203159,9.35173",,CH,,,,,7287578.0,Wildhaus,Obertoggenburg
,"47.203232,8.70516",,CH,,,,,6292920.0,Richterswil / Richterswil (Dorfkern),Wädenswil-Rüti
,"47.20343,8.1837",,CH,,,,,7285216.0,Beromünster,Zofingen-Triengen
,"47.20348,8.5165",,CH,,,,,7669463.0,Blickensdorf,Zug-Knonau
,"47.20385,9.00817",,CH,,,,,7669939.0,Starrberg,Linthebene-Gaster
,"47.204288,9.44172",,CH,,,,,2660670.0,Gams,Werdenberg
,"47.204781,8.59791",,CH,,,,,6292750.0,Sihlmatt,Zug-Knonau
,"47.205181,7.00254",,CH,,,,,7286324.0,Les Breuleux,Franches-Montagnes
,"47.205311,7.45521",,CH,,,,,2658634.0,Selzach,Lyss-Grenchen
,"47.205341,8.75842",,CH,,,,,2660721.0,Freienbach,Wädenswil-Rüti
,"47.205471,7.74645",,CH,,,,,7287308.0,Thunstetten,Langenthal
,"47.20575,7.56363",,CH,,,,,7287642.0,Zuchwil,Solothurn-Rothrist
,"47.20591,9.69786",,AT,,,,,7872682.0,Schlins,Feldkirch
,"47.20612,8.19265",,CH,,,,,2661542.0,Beromünster,Zofingen-Triengen
,"47.206219,8.69686",,CH,,,,,2659050.0,Richterswil,Wädenswil-Rüti
,"47.20715,8.70607",,CH,,,,,6292919.0,Richterswil / Dorfkern,Wädenswil-Rüti
,"47.207909,7.53714",,CH,,,,,2658564.0,Solothurn,Solothurn-Rothrist
,"47.208179,7.53084",,CH,,,,,6458779.0,Bezirk Solothurn,Solothurn-Rothrist
,"47.208382,7.53009",,CH,,,,,7287186.0,Solothurn,Solothurn-Rothrist
,"47.208542,7.41883",,CH,,,,,7285225.0,Bettlach,Vallon de Saint-Imier
,"47.209389,6.9974",,CH,,,,,7669730.0,Les Vacheries,Franches-Montagnes
,"47.209728,8.69133",,CH,,,,,6292921.0,Richterswil / Burghalde,Wädenswil-Rüti
,"47.209888,9.48931",,CH,,,,,6940549.0,Haag (Rheintal),Werdenberg
