id_openweathermap,name,country,"Location Lat,Lon",region,city
2661457,Boll,CH,"46.95422,7.54855",Bern,Vechigen
2661458,Bolgen,CH,"46.788799,9.82184",Graubünden,Davos Platz
2661461,Bogis-Bossey,CH,"46.353741,6.16603",Vaud,Bogis-Bossey
2661463,Bodio,CH,"46.378078,8.90991",Ticino,Bodio
2661464,Boden,CH,"46.866669,8.58333",Uri,Seedorf
2661465,Boden,CH,"46.668758,8.26665",Bern,Guttannen
2661467,Blumenstein,CH,"46.7421,7.52136",Bern,Blumenstein
2661468,Blonay,CH,"46.467781,6.89615",Vaud,Blonay - Saint-Légier
2661476,Blauen,CH,"47.450241,7.51848",Basel-Landschaft,Blauen
2661484,Bivio,CH,"46.468552,9.65064",Graubünden,Bivio
2661485,Bitsch,CH,"46.349998,7.96667",Valais,Naters
2661487,Bissegg,CH,"47.562569,9.04784",Thurgau,Amlikon-Bissegg
2661490,Birsfelden,CH,"47.552898,7.62322",Basel-Landschaft,Birsfelden
2661492,Birrwil,CH,"47.288601,8.20004",Aargau,Birrwil
2661493,Birr,CH,"47.433331,8.2",Aargau,Birr
2661495,Birmenstorf,CH,"47.461521,8.24816",Aargau,Birmenstorf
2661496,Birmensdorf,CH,"47.355148,8.44256",Zürich,Birmensdorf
2661498,Bioggio,CH,"46.01667,8.88333",Ticino,Cademario
2661499,Binningen,CH,"47.540211,7.56932",Basel-Landschaft,Binningen
2661502,Binn,CH,"46.36393,8.18421",Wallis,Binn
2661503,Bilten,CH,"47.15099,9.02821",Glarus,Glarus Nord
2661504,Bigorio,CH,"46.070221,8.95904",Tessin,Bigorio
2661506,Biglen,CH,"46.926289,7.62508",Bern,Biglen
2661511,Bière,CH,"46.537609,6.33362",Vaud,Bière
2661513,Biel/Bienne,CH,"47.132401,7.24411",Bern,Biel
2661518,"Thayngen, Bibern",CH,"47.772911,8.6762",Schaffhausen,Thayngen
2661519,Biberist,CH,"47.185589,7.56005",Solothurn,Biberist
2661524,Biasca,CH,"46.359718,8.96965",Ticino,Biasca
2661526,Beznau,CH,"47.553242,8.2291",Aargau,Döttingen
2661527,Bex,CH,"46.25214,7.01141",Vaud,Bex
2661528,Bévilard,CH,"47.23711,7.28325",Berne,Valbirse
2661531,Bevaix,CH,"46.929581,6.8147",Neuchâtel,La Grande Béroche
2661532,Beuson,CH,"46.166672,7.3",Valais,Nendaz
2661533,Bettlach,CH,"47.200619,7.42405",Solothurn,Bettlach
2661534,Bettingen,CH,"47.570389,7.66425",Basel-Stadt,Bettingen
2661535,Betten,CH,"46.377079,8.06963",Wallis,Bettmeralp
2661536,Bettelried,CH,"46.533329,7.38333",Canton of Bern,Zweisimmen
2661537,Betschwanden,CH,"46.946339,9.02763",Glarus,Glarus Süd
2661540,Berschis,CH,"47.106819,9.34645",Sankt Gallen,Walenstadt
2661542,Beromünster,CH,"47.20612,8.19265",Kanton Luzern,Beromünster
2661547,Bernex,CH,"46.176498,6.07544",Genève,Bernex
2661550,Berneck,CH,"47.425049,9.61299",Sankt Gallen,Berneck
2661551,Canton de Berne,CH,"47.0,7.58333",Canton of Bern,Krauchthal
2661552,Bern,CH,"46.94809,7.44744",Bern,Bern
2661554,Beringen,CH,"47.697632,8.57431",Schaffhausen,Beringen
2661555,Berikon,CH,"47.349998,8.38333",Aargau,Berikon
2661557,Berg,CH,"47.5797,9.16635",Thurgau,Berg
2661558,Bercher,CH,"46.692181,6.70833",Vaud,Bercher
2661560,Benken,CH,"47.198421,9.00434",Sankt Gallen,Benken
2661563,Belp,CH,"46.891289,7.49825",Bern,Belp
2661564,Belmont-sur-Lausanne,CH,"46.518909,6.67636",Vaud,Belmont-sur-Lausanne
2661565,Bellwald,CH,"46.423901,8.16",Wallis,Bellwald
2661566,Bellmund,CH,"47.108521,7.24608",Bern,Bellmund
2661567,Bellinzona,CH,"46.19278,9.01703",Ticino,Bellinzona
2661568,Bellevue,CH,"46.257389,6.15475",Genève,Genthod
2661570,Bellelay,CH,"47.263302,7.16658",Bern,Saicourt
2661574,Belfaux,CH,"46.821709,7.10674",Fribourg,Belfaux
2661577,Beinwil,CH,"47.26059,8.20506",Aargau,Beinwil am See
2661579,Begnins,CH,"46.441521,6.24762",Vaud,Begnins
2661585,Beckenried,CH,"46.96476,8.47394",Nidwalden,Beckenried
2661586,Beatenberg,CH,"46.698959,7.79428",Bern,Beatenberg
2661591,Bavois,CH,"46.684029,6.5671",Vaud,Bavois
2661592,Buriet,CH,"47.466671,9.58333",Sankt Gallen,Rheineck
2661593,Bauma,CH,"47.367451,8.87905",Zürich,Bauma
2661594,Baulmes,CH,"46.79031,6.52279",Vaud,Baulmes
2661595,Bauen,CH,"46.935589,8.57836",Uri,Seedorf
2661596,Bätterkinden,CH,"47.133629,7.54104",Bern,Bätterkinden
2661598,Bas-Vully,CH,"46.950001,7.1",Fribourg,Mont-Vully
2661599,Bassersdorf,CH,"47.44342,8.62851",Zürich,Bassersdorf
2661600,Basse-Nendaz,CH,"46.18993,7.31209",Valais,Nendaz
2661601,Bassecourt,CH,"47.338291,7.24494",Jura,Haute-Sorne
2661602,Kanton Basel-Stadt,CH,"47.549999,7.58333",Basel-Stadt,Basel
2661603,Kanton Basel-Landschaft,CH,"47.416672,7.75",Basel-Landschaft,Lampenberg
2661604,Basel,CH,"47.558399,7.57327",Basel-Stadt,Basel
2661605,Basadingen,CH,"47.668678,8.74821",Thurgau,Basadingen-Schlattingen
2661607,Bärschwil,CH,"47.382198,7.47229",Solothurn,Bärschwil
2661612,Bäriswil,CH,"47.01947,7.52709",Bern,Bäriswil
2661613,Bäretswil,CH,"47.33709,8.85645",Zürich,Bäretswil
2661618,Bärau,CH,"46.930061,7.81143",Bern,Bärau
2661620,Bannwil,CH,"47.234039,7.73101",Bern,Bannwil
2661624,Baltschieder,CH,"46.30888,7.8657",Wallis,Baltschieder
2661625,Baltenswil,CH,"47.430672,8.64136",Zürich,Bassersdorf
2661626,Balsthal,CH,"47.316132,7.69318",Solothurn,Balsthal
2661632,Ballwil,CH,"47.154869,8.32138",Kanton Luzern,Ballwil
2661633,Ballens,CH,"46.554852,6.3731",Vaud,Ballens
2661634,Ballaigues,CH,"46.730549,6.41556",Vaud,Ballaigues
2661635,Balgach,CH,"47.405441,9.6095",Sankt Gallen,Balgach
2661637,Balerna,CH,"45.84882,9.01416",Ticino,Morbio Inferiore
2661641,Bagnes,CH,"46.083328,7.21667",Valais,Val de Bagnes
2661643,Bad-Schwarzsee,CH,"46.671001,7.28179",Freiburg,Schwarzsee
2661644,Bad Ragaz,CH,"47.006008,9.50266",Sankt Gallen,Bad Ragaz
2661646,Baden,CH,"47.473331,8.30592",Aargau,Baden
2661649,Bachs,CH,"47.51667,8.43333",Zurich,Bachs
2661651,Bachenbülach,CH,"47.50317,8.54556",Zürich,Bachenbülach
2661653,Baar,CH,"47.196251,8.52954",Zug,Baar
2661654,Ayer,CH,"46.17902,7.60284",Wallis,Anniviers
2661655,Ayent,CH,"46.276859,7.40676",Valais,Ayent
2661658,Avry-sur-Matran,CH,"46.788151,7.07006",Fribourg,Avry
2661661,Avenches,CH,"46.880039,7.04071",Vaud,Avenches
2661663,Auw,CH,"47.210819,8.36583",Aargau,Auw
2661664,Auvernier,CH,"46.975449,6.87903",Neuchâtel,Milvignes
2661665,Autigny,CH,"46.73661,7.01998",Freiburg,Autigny
2661666,Zürich (Kreis 4) / Aussersihl,CH,"47.377522,8.52127",Zürich,Zürich
2661675,Auressio,CH,"46.201111,8.68396",Ticino,Onsernone
2661676,Aumont,CH,"46.79958,6.85133",Fribourg,Les Montets
2661681,Augst,CH,"47.535568,7.71468",Basel-Landschaft,Augst
2661682,Augio,CH,"46.365822,9.12775",Graubünden,Augio
2661685,Auenstein,CH,"47.415581,8.13455",Aargau,Auenstein
2661687,Aubonne,CH,"46.49514,6.39155",Vaud,Aubonne
2661689,Au,CH,"47.432209,9.63387",Sankt Gallen,Au
2661691,Au,CH,"47.241852,8.64406",Zürich,Wädenswil
2661692,Attiswil,CH,"47.246731,7.61353",Bern,Attiswil
2661693,Attinghausen,CH,"46.862549,8.63036",Uri,Attinghausen
2661694,Attalens,CH,"46.50996,6.84835",Fribourg,Attalens
2661695,Asuel,CH,"47.403561,7.21078",Jura,La Baroche
2661697,Assens,CH,"46.61301,6.62184",Vaud,Assens
2661698,Ascona,CH,"46.15451,8.77327",Ticino,Ascona
2661701,Arzo,CH,"45.87606,8.94103",Ticino,Mendrisio
2661703,Arzier,CH,"46.459621,6.20813",Vaud,Arzier-Le Muids
2661705,Arveyes,CH,"46.290031,7.0606",Vaud,Ollon
2661708,Arth,CH,"47.06337,8.52348",Schwyz,Arth
2661712,Arosa,CH,"46.777931,9.67621",Graubünden,Arosa
2661719,Arlesheim,CH,"47.494122,7.61979",Basel-Landschaft,Arlesheim
2661720,Aristau,CH,"47.286919,8.36356",Aargau,Aristau
2661721,Arisdorf,CH,"47.513229,7.76515",Basel-Landschaft,Arisdorf
2661722,Argseeli,CH,"46.900242,8.92791",Uri,Spiringen
2661725,Ardon,CH,"46.21064,7.25776",Valais,Ardon
2661726,Ardez,CH,"46.775059,10.20228",Graubünden,Scuol
2661728,Arconciel,CH,"46.74733,7.12152",Fribourg,Bois-d'Amont
2661729,Arch,CH,"47.165329,7.43139",Bern,Arch
2661731,Arbon,CH,"47.51667,9.43333",Thurgau,Arbon
2661732,Arbedo-Castione,CH,"46.200001,9.08333",Ticino,Arbedo-Castione
2661734,Arbaz,CH,"46.273621,7.384",Valais,Arbaz
2661738,Apples,CH,"46.552368,6.42889",Vaud,Hautemorges
2661739,Kanton Appenzell Ausserrhoden,CH,"47.416672,9.33333",Sankt Gallen,St. Gallen
2661740,Appenzell,CH,"47.331032,9.40996",Appenzell Innerrhoden,Appenzell
2661741,Kanton Appenzell Innerrhoden,CH,"47.299999,9.38333",Appenzell Innerrhoden,Schwende-Rüte
2661745,Anières,CH,"46.27673,6.22204",Genève,Anières
2661748,Andwil,CH,"47.438549,9.27636",Sankt Gallen,Andwil
2661750,Andermatt,CH,"46.635651,8.59388",Uri,Andermatt
2661751,Bezirk Andelfingen,CH,"47.583328,8.75",Zurich,Thalheim an der Thur
2661753,Amsteg,CH,"46.77132,8.66963",Uri,Silenen
2661755,Amsoldingen,CH,"46.727539,7.58247",Bern,Amsoldingen
2661756,Amriswil,CH,"47.546989,9.29836",Thurgau,Amriswil
2661758,Amden,CH,"47.14888,9.14233",Sankt Gallen,Amden
2661764,Alvaneu,CH,"46.678921,9.64378",Graubünden,Albula/Alvra
2661766,Altstätten,CH,"47.377659,9.54746",Sankt Gallen,Altstätten
2661768,Altnau,CH,"47.611622,9.25905",Thurgau,Altnau
2661770,Altishofen,CH,"47.199162,7.96964",Kanton Luzern,Altishofen
2661772,Alterswilen,CH,"47.610062,9.15345",Thurgau,Kemmental
2661773,Alterswil,CH,"46.795872,7.25877",Freiburg,Tafers
2661775,Altenrhein,CH,"47.490372,9.55216",Sankt Gallen,Thal
2661776,Altendorf,CH,"47.191368,8.82944",Schwyz,Altendorf
2661777,Alten,CH,"47.59893,8.64373",Zürich,Kleinandelfingen
2661780,Altdorf,CH,"46.880421,8.64441",Uri,Altdorf
2661783,Alpthal,CH,"47.069538,8.71602",Schwyz,Alpthal
2661787,Alpnachstad,CH,"46.952381,8.27597",Obwalden,Alpnach
2661789,Alpnach,CH,"46.940201,8.27426",Obwalden,Alpnach
2661810,Allschwil,CH,"47.550739,7.53599",Basel-Landschaft,Allschwil
2661814,Alle,CH,"47.426182,7.12911",Jura,Alle
2661815,Allaman,CH,"46.470081,6.3964",Vaud,Allaman
2661820,Alchenstorf,CH,"47.12537,7.63785",Bern,Alchenstorf
2661825,Albligen,CH,"46.852291,7.31814",you,Schwarzenburg
2661827,Albinen,CH,"46.34071,7.63318",Wallis,Albinen
2661828,Albeuve,CH,"46.517269,7.0567",Fribourg,Haut-Intyamon
2661829,Alberswil,CH,"47.149979,8.00313",Kanton Luzern,Alberswil
2661834,Aigle,CH,"46.3181,6.96457",Vaud,Aigle
2661836,Agno,CH,"45.98333,8.85",Ticino,Purasca
2661838,Agiez,CH,"46.721031,6.50751",Vaud,Agiez
2661841,Agarn,CH,"46.297489,7.66322",Wallis,Agarn
2661842,Affoltern am Albis,CH,"47.277431,8.45128",Zürich,Affoltern am Albis
2661844,Affeltrangen,CH,"47.527012,9.03207",Thurgau,Affeltrangen
2661846,Aettenschwil,CH,"47.183559,8.37185",Aargau,Aettenschwil
2661847,Aeschlenberg,CH,"46.786629,7.2612",Freiburg,Sankt Ursen
2661848,Aeschlen ob Gunten,CH,"46.719978,7.70056",Bern,Sigriswil
2661849,Aeschi b. Spiez,CH,"46.658482,7.6965",Bern,Aeschi bei Spiez
2661852,Aesch,CH,"47.471039,7.5973",Basel-Landschaft,Aesch
2661858,Aedermannsdorf,CH,"47.303741,7.61052",Solothurn,Aedermannsdorf
2661860,Aecherli,CH,"46.833328,8.18333",Obwalden,Giswil
2661861,Adliswil,CH,"47.309971,8.52462",Zürich,Adliswil
2661862,Adligenswil,CH,"47.065208,8.36124",Kanton Luzern,Adligenswil
2661863,Adelboden,CH,"46.491421,7.56031",Bern,Adelboden
2661865,Acquarossa,CH,"46.451759,8.93999",Tessin,Acquarossa
2661871,Abtwil,CH,"47.423729,9.32113",Sankt Gallen,Gaiserwald
2661874,Aarwangen,CH,"47.238449,7.76854",Bern,Aarwangen
2661875,Aarwangen,CH,"47.25,7.75",Canton of Bern,Schwarzhäusern
2661876,Kanton Aargau,CH,"47.333328,8.16667",Aargau,Seon
2661879,Aarburg,CH,"47.320671,7.89986",Aargau,Aarburg
2661880,Aarberg,CH,"47.044392,7.27578",Bern,Aarberg
2661881,Aarau,CH,"47.39254,8.04422",Aargau,Aarau
2661882,Aadorf,CH,"47.492039,8.90099",Thurgau,Aadorf
2760894,Wolfurt,AT,"47.466671,9.75",Vorarlberg,Wolfurt
2761712,Weiler,AT,"47.299721,9.65",Vorarlberg,Weiler
2762300,Vorarlberg,AT,"47.25,9.91667",Vorarlberg,Fontanella
2762376,Viktorsberg,AT,"47.299721,9.66667",Vorarlberg,Röthis
2763202,Übersaxen,AT,"47.252838,9.6708",Vorarlberg,Übersaxen
2763302,Tschagguns,AT,"47.083328,9.9",Vorarlberg,Schruns
2763658,Thüringen,AT,"47.200001,9.76667",Vorarlberg,Thüringen
2764010,Sulzberg,AT,"47.51667,9.9",Vorarlberg,Sulzberg
2764026,Sulz,AT,"47.287209,9.65183",Vorarlberg,Sulz
2764699,Stallehr,AT,"47.13306,9.85",Vorarlberg,Lorüns
2765050,Silbertal,AT,"47.093681,9.98314",Vorarlberg,Unknown
2765150,Serfaus,AT,"47.033329,10.6",Tyrol,Serfaus
2765331,See,AT,"47.083328,10.46667",Tirol,See
2765499,Schwarzach,AT,"47.449039,9.76213",Vorarlberg,Schwarzach
2765581,Schruns,AT,"47.066669,9.91667",Vorarlberg,Tschagguns
2765796,Schnifis,AT,"47.216671,9.73306",Vorarlberg,Schnifis
2765798,Schnepfau,AT,"47.349998,9.95",Vorarlberg,Schnepfau
2765890,Schlins,AT,"47.200001,9.7",Vorarlberg,Schlins
2766322,Satteins,AT,"47.216671,9.66667",Vorarlberg,Satteins
2766724,Sankt Gallenkirch,AT,"47.01667,9.96667",Vorarlberg,Sankt Gallenkirch
2766753,Sankt Anton im Montafon,AT,"47.116669,9.86667",Vorarlberg,Sankt Anton im Montafon
2767074,Röthis,AT,"47.29332,9.65484",Vorarlberg,Röthis
2767231,Röns,AT,"47.216671,9.7",Vorarlberg,Röns
2767452,Riefensberg,AT,"47.5,9.96667",Vorarlberg,Riefensberg
2767469,Ried im Oberinntal,AT,"47.049999,10.65",Tirol,Ried im Oberinntal
2767514,Reuthe,AT,"47.37022,9.89044",Vorarlberg,Reuthe
2767515,Reuthe,AT,"47.366669,9.88333",Vorarlberg,Reuthe
2767974,Rankweil,AT,"47.27108,9.64308",Vorarlberg,Rankweil
2768081,Raggal,AT,"47.216671,9.83306",Vorarlberg,Raggal
2768905,Pfunds,AT,"46.966671,10.55",Tyrol,Pfunds
2770008,Oberklien,AT,"47.375401,9.70659",Vorarlberg,Hohenems
2770391,Nüziders,AT,"47.166672,9.8",Vorarlberg,Nüziders
2770885,Nenzing,AT,"47.184361,9.70539",Vorarlberg,Nenzing
2770910,Nauders,AT,"46.883331,10.51667",Tirol,Stables
2770982,Mutten,AT,"47.116669,9.98333",Vorarlberg,Dalaas
2771321,Möggers,AT,"47.566669,9.81667",Vorarlberg,Möggers
2771698,Meiningen,AT,"47.298908,9.57862",Vorarlberg,Meiningen
2771988,Matschwitz,AT,"47.066669,9.86667",Vorarlberg,Tschagguns
2772154,Mäder,AT,"47.349998,9.61667",Vorarlberg,Mäder
2772173,Lustenau,AT,"47.426418,9.65851",Vorarlberg,Lustenau
2772228,Ludesch,AT,"47.200001,9.78306",Vorarlberg,Thüringerberg
2772254,Lorüns,AT,"47.13306,9.85",Vorarlberg,Lorüns
2772345,Lochau,AT,"47.533329,9.75",Vorarlberg,Lochau
2772827,Lauterach,AT,"47.483059,9.73306",Vorarlberg,Lauterach
2773165,Ladis,AT,"47.066669,10.63333",Tyrol,Ladis
2773341,Krumbach,AT,"47.483059,9.93583",Vorarlberg,Krumbach
2773863,Koblach,AT,"47.333061,9.6",Vorarlberg,Koblach
2773915,Klösterle,AT,"47.133331,10.08333",Vorarlberg,Wáldle
2774295,Klaus,AT,"47.309132,9.64678",Vorarlberg,Klaus
2774534,Kennelbach,AT,"47.483059,9.76667",Vorarlberg,Kennelbach
2774761,Kappl,AT,"47.066669,10.38333",Tirol,Kappl
2775183,Ischgl,AT,"47.012569,10.29179",Tirol,Ischgl
2775270,Innerbraz,AT,"47.150002,9.91667",Vorarlberg,Innerbraz
2775531,Hörbranz,AT,"47.549999,9.75",Vorarlberg,Gemeinde Hörbranz
2775712,Hohenweiler,AT,"47.583328,9.78333",Vorarlberg,Hohenweiler
2775742,Hohenems,AT,"47.366669,9.68306",Vorarlberg,Hohenems
2775950,Höchst,AT,"47.459339,9.6405",Vorarlberg,Höchst
2776696,Hatlerdorf,AT,"47.399719,9.73306",Vorarlberg,Dornbirn
2776874,Hard,AT,"47.483059,9.68306",Vorarlberg,Hard
2778218,Götzis,AT,"47.333061,9.63306",Vorarlberg,Götzis
2778404,Göfis,AT,"47.233559,9.63458",Vorarlberg,Göfis
2778580,Gisingen,AT,"47.26667,9.6",Vorarlberg,Feldkirch
2778834,Gaschurn,AT,"46.98333,10.03333",Vorarlberg,Gaschurn
2778953,Galtür,AT,"46.966671,10.18333",Tirol,Galtür
2778959,Galmist,AT,"47.216671,9.58306",Vorarlberg,Feldkirch
2778996,Gaißau,AT,"47.466671,9.6",Vorarlberg,Gaißau
2779082,Fußach,AT,"47.479328,9.66278",Vorarlberg,Fußach
2779308,Fraxern,AT,"47.31498,9.67391",Vorarlberg,Fraxern
2779459,Fluh,AT,"47.5,9.76667",Vorarlberg,Bregenz
2779525,Fiss,AT,"47.049999,10.61667",Tyrol,Serfaus
2779673,Politischer Bezirk Feldkirch,AT,"47.23735,9.59544",Vorarlberg,Feldkirch
2779674,Feldkirch,AT,"47.233059,9.6",Vorarlberg,Feldkirch
2780264,Eichenberg,AT,"47.533329,9.78333",Vorarlberg,Eichenberg
2780380,Egg,AT,"47.431938,9.89556",Vorarlberg,Egg
2780641,Düns,AT,"47.216671,9.71667",Vorarlberg,Schnifis
2780740,Politischer Bezirk Dornbirn,AT,"47.416672,9.73306",Vorarlberg,Dornbirn
2780741,Dornbirn,AT,"47.416672,9.73306",Vorarlberg,Dornbirn
2780832,Doren,AT,"47.492779,9.87972",Vorarlberg,Doren
2781105,Damüls,AT,"47.283329,9.88333",Vorarlberg,Damüls
2781119,Dalaas,AT,"47.124458,9.99104",Vorarlberg,Dalaas
2781160,Bürserberg,AT,"47.149719,9.76667",Vorarlberg,Bürserberg
2781161,Bürs,AT,"47.149719,9.8",Vorarlberg,Bürs
2781502,Politischer Bezirk Bregenz,AT,"47.450001,9.91667",Vorarlberg,Lingenau
2781503,Bregenz,AT,"47.503109,9.7471",Vorarlberg,Bregenz
2781584,Brand,AT,"47.109871,9.74334",Vorarlberg,Brand bei Bludenz
2781678,Bludesch,AT,"47.200001,9.73306",Vorarlberg,Bludesch
2781679,Politischer Bezirk Bludenz,AT,"47.099998,9.86667",Vorarlberg,Bartholomäberg
2781680,Bludenz,AT,"47.149719,9.81667",Vorarlberg,Bürs
2781683,Blons,AT,"47.22327,9.83414",Vorarlberg,Blons
2781730,Bizau,AT,"47.368889,9.92333",Vorarlberg,Bizau
2781764,Bildstein,AT,"47.450001,9.76667",Vorarlberg,Schwarzach
2781806,Bezau,AT,"47.384998,9.90167",Vorarlberg,Bezau
2781817,Bersbuch,AT,"47.401669,9.86556",Vorarlberg,Bersbuch
2781975,Bartholomäberg,AT,"47.083328,9.9",Vorarlberg,Schruns
2782551,Andelsbuch,AT,"47.41357,9.89559",Vorarlberg,Andelsbuch
2782728,Altach,AT,"47.349998,9.65",Vorarlberg,Altach
2804810,Zell im Wiesental,DE,"47.705551,7.85248",Baden-Württemberg,Zell im Wiesental
2804963,Zeisertsweiler,DE,"47.583328,9.73333",Bavaria,Weißensberg
2805419,Wutöschingen,DE,"47.666672,8.36667",Baden-Württemberg,Wutöschingen
2805667,Wurmlingen,DE,"48.0,8.78333",Baden-Württemberg,Wurmlingen
2806190,Worblingen,DE,"47.73333,8.86667",Baden-Württemberg,Rielasingen-Worblingen
2806382,Wollmatingen,DE,"47.692261,9.14595",Baden-Württemberg,Konstanz
2807023,Wohmbrechts,DE,"47.650002,9.85",Bavaria,Opfenbach
2807238,Wittlingen,DE,"47.650002,7.65",Baden-Württemberg,Wittlingen
2808206,Windhag,DE,"47.666672,9.45",Baden-Württemberg,Friedrichshafen
2809055,Wigratz,DE,"47.650002,9.83333",Bayern,Hergatz
2809655,Wiechs am Randen,DE,"47.783329,8.63333",Baden-Württemberg,Tengen
2811346,Wembach,DE,"47.772499,7.8869",Baden-Württemberg,Wembach
2811436,Welmlingen,DE,"47.690121,7.56168",Baden-Württemberg,Efringen-Kirchen
2811515,Wellendingen,DE,"47.799999,8.35",Baden-Württemberg,Bonndorf im Schwarzwald
2811865,Weißensberg,DE,"47.583328,9.73333",Bavaria,Weißensberg
2812055,Weißach,DE,"47.549999,10.03333",Bavaria,Oberstaufen
2812516,Weilheim,DE,"47.666672,8.23333",Baden-Württemberg,Weilheim
2812636,Weil am Rhein,DE,"47.593311,7.62082",Baden-Württemberg,Weil am Rhein
2812690,Weihers,DE,"47.616669,9.91667",Bayern,Heimenkirch
2813262,Wehr,DE,"47.629829,7.90423",Baden-Württemberg,Wehr
2814270,Wangen,DE,"47.683331,9.83333",Baden-Württemberg,Wangen im Allgäu
2814285,Wangen,DE,"47.666672,8.93333",Baden-Württemberg,Öhningen
2814791,Waldshut-Tiengen,DE,"47.62323,8.21717",Baden-Württemberg,Waldshut-Tiengen
2815128,Waldburg,DE,"47.76667,9.71667",Baden-Württemberg,Waldburg
2816151,Vordertodtmoos,DE,"47.73333,8.0",Baden-Württemberg,Todtmoos
2816405,Vorderdorf,DE,"47.933331,8.08333",Baden-Württemberg,Breitnau
2816646,Volkertshausen,DE,"47.816669,8.86667",Baden-Württemberg,Volkertshausen
2816762,Vöhrenbach,DE,"48.049999,8.3",Baden-Württemberg,Vöhrenbach
2817996,Utzenfeld,DE,"47.799999,7.91667",Baden-Württemberg,Utzenfeld
2818558,Unterteuringen,DE,"47.716671,9.46667",Baden-Württemberg,Oberteuringen
2819296,Unteribach,DE,"47.73333,8.06667",Baden-Württemberg,Ibach
2819779,Untereggingen,DE,"47.700001,8.4",Baden-Württemberg,Eggingen
2820577,Überlingen,DE,"47.76667,9.16667",Baden-Württemberg,Überlingen
2820693,Tuttlingen,DE,"47.98333,8.81667",Baden-Württemberg,Tuttlingen
2820786,Tuningen,DE,"48.033329,8.6",Baden-Württemberg,Tuningen
2820799,Tunau,DE,"47.78614,7.92428",Baden-Württemberg,Tunau
2821975,Todtnau,DE,"47.829411,7.9438",Baden-Württemberg,Todtnau
2821980,Todtmoos,DE,"47.73333,8.0",Baden-Württemberg,Todtmoos
2822083,Titisee-Neustadt,DE,"47.900002,8.16667",Baden-Württemberg,Titisee-Neustadt
2822084,Titisee,DE,"47.901348,8.15168",Baden-Württemberg,Titisee-Neustadt
2823368,Tettnang,DE,"47.666672,9.6",Baden-Württemberg,Tettnang
2823515,Tengen,DE,"47.821281,8.66117",Baden-Württemberg,Tengen
2824319,Talheim,DE,"48.01667,8.66667",Baden-Württemberg,Talheim
2824320,Talheim,DE,"47.816559,8.63852",Baden-Württemberg,Tengen
2825429,Stühlingen,DE,"47.73333,8.43333",Baden-Württemberg,Stühlingen
2826909,Stockach,DE,"47.849998,9.01667",Baden-Württemberg,Stockach
2827246,Stetten,DE,"47.690121,9.29855",Baden-Württemberg,Stetten
2827602,Steißlingen,DE,"47.799999,8.93333",Baden-Württemberg,Steißlingen
2828228,Steinen,DE,"47.644459,7.73914",Baden-Württemberg,Steinen
2829058,Steigen,DE,"47.816669,9.3",Baden-Württemberg,Frickingen
2829080,Stiefenhofen,DE,"47.593201,10.00365",Bayern,Stiefenhofen
2829087,Steibis,DE,"47.533329,10.01667",Bayern,Oberstaufen
2829333,Staufen,DE,"47.75,8.21667",Baden-Württemberg,Grafenhausen
2829967,Staad,DE,"47.683331,9.21667",Baden-Württemberg,Konstanz
2831837,Sipplingen,DE,"47.799999,9.1",Baden-Württemberg,Sipplingen
2831924,Singen,DE,"47.75935,8.8403",Baden-Württemberg,Singen (Hohentwiel)
2832228,Sigmarszell,AT,"47.583328,9.76667",Vorarlberg,Hohenweiler
2833039,Senglingen,DE,"47.73333,9.58333",Baden-Württemberg,Ravensburg
2834129,Schwörstadt,DE,"47.59314,7.8784",Baden-Württemberg,Schwörstadt
2834344,Schwende,DE,"47.849998,9.2",Baden-Württemberg,Herdwangen-Schönach
2834663,Schwatzen,DE,"47.599998,9.73333",Bayern,Weißensberg
2834685,Schwarzwald-Baar-Kreis,DE,"48.016941,8.43278",Baden-Württemberg,Brigachtal
2836413,Schopfheim,DE,"47.651051,7.82089",Baden-Württemberg,Schopfheim
2836714,Schönenbuchen,DE,"47.799999,7.9",Baden-Württemberg,Aitern
2836725,Schönenberg,DE,"47.793781,7.88248",Baden-Württemberg,Schönenberg
2837074,Schönau im Schwarzwald,DE,"47.786228,7.89445",Baden-Württemberg,Schönau im Schwarzwald
2838208,Schluchsee,DE,"47.816669,8.18333",Baden-Württemberg,Schluchsee
2838531,Schlier,DE,"47.76667,9.66667",Baden-Württemberg,Schlier
2838534,Schliengen,DE,"47.756981,7.57645",Baden-Württemberg,Schliengen
2839025,Schlachters,DE,"47.583328,9.75",Bayern,Sigmarszell
2839980,Scheidegg,DE,"47.583328,9.85",Bayern,Scheidegg
2840527,Schallsingen,DE,"47.76667,7.66667",Baden-Württemberg,Schliengen
2840552,Schallbach,DE,"47.650002,7.63333",Baden-Württemberg,Schallbach
2841128,Sauldorf,DE,"47.933331,9.1",Baden-Württemberg,Sauldorf
2841628,Sankt Georgen,DE,"47.666672,9.5",Baden-Württemberg,Friedrichshafen
2841643,Sankt Blasien,DE,"47.76252,8.12714",Baden-Württemberg,Sankt Blasien
2842306,Salem,DE,"47.783329,9.28333",Baden-Württemberg,Salem
2843099,Rümmingen,DE,"47.650002,7.65",Baden-Württemberg,Wittlingen
2843278,Ruhbühl,DE,"47.866669,8.21667",Baden-Württemberg,Lenzkirch
2844148,Röthenbach,DE,"47.616669,9.98333",Bayern,Grünenbach
2844579,Rot,DE,"47.916672,9.1",Baden-Württemberg,Sauldorf
