id_openweathermap,Ort,country,Koordinaten
2660822,Faoug,CH,"46.908291,7.07803"
2660826,Fällanden,CH,"47.371689,8.63869"
2660828,Falera,CH,"46.801498,9.2302"
2660829,Faldum Alp,CH,"46.377899,7.73915"
2660830,Faido,CH,"46.477001,8.80125"
2660831,Fahy,CH,"47.418209,6.95001"
2660833,Fahrni,CH,"46.796711,7.66971"
2660836,Eysins,CH,"46.381699,6.20695"
2660837,Eysins,CH,"46.381741,6.20676"
2660840,Evolène,CH,"46.113461,7.49436"
2660841,Evionnaz,CH,"46.01667,7.01667"
2660842,Evilard,CH,"47.149689,7.23755"
2660843,Euthal,CH,"47.09763,8.81224"
2660844,Euseigne,CH,"46.172009,7.42188"
2660845,Etzwilen,CH,"47.65844,8.81808"
2660848,Ettiswil,CH,"47.150311,8.01759"
2660849,Ettingen,CH,"47.482681,7.54982"
2660851,Estavayer-le-Lac,CH,"46.848759,6.8465"
2660852,Estavannens-Dessus,CH,"46.565609,7.102"
2660853,Estavannens Dessous,CH,"46.56044,7.10252"
2660854,Essertines-sur-Rolle,CH,"46.493069,6.31765"
2660856,Escholzmatt,CH,"46.91259,7.93418"
2660857,Eschlikon,CH,"47.463612,8.96381"
2660859,Eschenz,CH,"47.6507,8.86564"
2660860,Eschenbach,CH,"47.239811,8.92156"
2660862,Esch,CH,"46.26667,7.86667"
2660863,Erstfeld,CH,"46.818851,8.65052"
2660864,Ersigen,CH,"47.093681,7.59507"
2660865,Erschwil,CH,"47.373859,7.54137"
2660866,Erschmatt,CH,"46.3218,7.69146"
2660868,Ernen,CH,"46.398701,8.14583"
2660869,Ermatingen,CH,"47.670872,9.08462"
2660871,Erlenbach im Simmental,CH,"46.66021,7.55445"
2660872,Erlenbach,CH,"47.302979,8.59743"
2660873,Erlen,CH,"47.548321,9.23366"
2660874,Erlach,CH,"47.042969,7.0996"
2660875,Eriz,CH,"46.787731,7.77102"
2660876,Eriswil,CH,"47.078159,7.85149"
2660878,Erde,CH,"46.25,7.3"
2660879,Eptingen,CH,"47.384739,7.81898"
2660881,Ependes,CH,"46.753681,7.14609"
2660882,Ependes,CH,"46.742802,6.6081"
2660883,Epautheyres,CH,"46.739391,6.64261"
2660884,Epalinges,CH,"46.551781,6.66829"
2660887,Entlebuch,CH,"46.98333,8.06667"
2660888,Entenmoos,CH,"46.76302,7.2533"
2660889,Ensex,CH,"46.323521,7.1087"
2660890,Enney,CH,"46.56625,7.08418"
2660892,Ennetbürgen,CH,"46.98333,8.33333"
2660893,Ennenda,CH,"47.034649,9.07725"
2660898,Engi,CH,"46.982391,9.15311"
2660902,Engelberg,CH,"46.821072,8.40133"
2660907,Emmetten,CH,"46.956581,8.51467"
2660909,Emmenmatt,CH,"46.946442,7.73846"
2660911,Emmen,CH,"47.0811,8.30477"
2660913,Embrach,CH,"47.505611,8.59406"
2660914,Embd,CH,"46.216301,7.83203"
2660919,Ellikon am Rhein,CH,"47.605042,8.59919"
2660920,Elgg,CH,"47.49715,8.86523"
2660921,Eisten,CH,"46.200748,7.89282"
2660922,Eison,CH,"46.152672,7.46257"
2660924,Eischoll,CH,"46.293522,7.77995"
2660925,Einsiedeln,CH,"47.116669,8.75"
2660927,Eiken,CH,"47.533939,7.98883"
2660929,Eigenthal,CH,"47.0107,8.21261"
2660930,Eichberg,CH,"47.34304,9.5299"
2660931,Eich,CH,"47.151161,8.16696"
2660932,Egnach,CH,"47.542641,9.38"
2660933,Egliswil,CH,"47.349541,8.18802"
2660935,Eggiwil,CH,"46.875751,7.79567"
2660937,Eggersriet,CH,"47.44202,9.46901"
2660939,Eggenwil,CH,"47.370399,8.33948"
2660940,Eggenschwand,CH,"46.47625,7.66356"
2660941,Egga,CH,"46.800018,9.53172"
2660942,Egg,CH,"47.299759,8.69032"
2660943,Egerkingen,CH,"47.319569,7.78424"
2660944,Effretikon,CH,"47.425751,8.69094"
2660945,Effingen,CH,"47.488682,8.10286"
2660947,Ecublens,CH,"46.607349,6.80895"
2660949,Echarlens,CH,"46.647781,7.0742"
2660950,Echallens,CH,"46.6413,6.63317"
2660951,Ebnat-Kappel,CH,"47.261951,9.12473"
2660953,Ebikon,CH,"47.079369,8.34041"
2660960,Dürrenroth,CH,"47.088161,7.7913"
2660961,Dürrenboden,CH,"46.933331,8.83333"
2660962,Dürrenäsch,CH,"47.318119,8.1585"
2660965,Dürnten,CH,"47.278561,8.84156"
2660970,Düdingen,CH,"46.849152,7.18848"
2660971,Dübendorf,CH,"47.39724,8.61872"
2660985,Döttingen,CH,"47.566669,8.25"
2660986,Dottikon,CH,"47.383331,8.23333"
2660987,Dornhaus,CH,"46.949402,9.0293"
2660988,Dornhalden,CH,"46.799999,7.6"
2660989,Dornach,CH,"47.480381,7.61644"
2660991,Dorénaz,CH,"46.148918,7.04292"
2660992,Doppleschwand,CH,"47.018311,8.05501"
2660993,Donneloye,CH,"46.74551,6.7164"
2660996,Dompierre,CH,"46.852081,6.99075"
2660999,Domdidier,CH,"46.867161,7.01337"
2661000,Dombresson,CH,"47.071918,6.9592"
2661001,Domat,CH,"46.834831,9.45075"
2661006,Dizy,CH,"46.635441,6.49648"
2661009,Disentis,CH,"46.703411,8.8509"
2661011,Dinhard,CH,"47.549999,8.76667"
2661013,Dietwil,CH,"47.146648,8.39355"
2661014,Dietlikon / Dietlikon (Dorf),CH,"47.41827,8.6188"
2661015,Dietikon,CH,"47.401649,8.40015"
2661016,Diessenhofen,CH,"47.689079,8.74958"
2661017,Diesse,CH,"47.11314,7.11678"
2661018,Diessbach,CH,"47.1078,7.36122"
2661020,Diesbach,CH,"46.916672,9.05"
2661021,Diepoldsau,CH,"47.386002,9.65558"
2661023,Diemtigen,CH,"46.649281,7.56477"
2661024,Dielsdorf,CH,"47.481461,8.4585"
2661025,Diegten,CH,"47.413799,7.81085"
2661029,Devant,CH,"46.433331,7.11667"
2661030,Derendingen,CH,"47.198502,7.58844"
2661034,Densbüren,CH,"47.452599,8.0533"
2661035,Delémont,CH,"47.364929,7.34453"
2661036,Deitingen,CH,"47.21579,7.61988"
2661037,Deisswil,CH,"46.958172,7.51413"
2661038,Degersheim,CH,"47.37429,9.20019"
2661039,Davos,CH,"46.804291,9.83723"
2661040,Davos Dorf,CH,"46.808262,9.83929"
2661041,Davos,CH,"46.80476,9.83723"
2661043,Dättwil,CH,"47.455059,8.28474"
2661045,Därligen,CH,"46.661751,7.80808"
2661046,Dardagny,CH,"46.195641,5.99497"
2661047,Danis,CH,"46.75486,9.05568"
2661050,Damvant,CH,"47.372459,6.89733"
2661053,Dallenwil,CH,"46.924198,8.38785"
2661054,Dailly,CH,"46.200001,7.03333"
2661056,Daillens,CH,"46.621151,6.54871"
2661057,Dagmersellen,CH,"47.213661,7.98466"
2661058,Dachsen,CH,"47.66515,8.6179"
2661060,Curtina,CH,"46.081909,9.02353"
2661063,Cully,CH,"46.488918,6.72945"
2661064,Cugy,CH,"46.814789,6.88888"
2661065,Cugy,CH,"46.586239,6.64089"
2661066,Cugnasco,CH,"46.174438,8.9179"
2661068,Cudrefin,CH,"46.955769,7.01855"
2661070,Croce,CH,"46.49284,8.81817"
2661072,Crissier,CH,"46.551651,6.57125"
2661077,Cressier,CH,"46.8979,7.14071"
2661081,Crassier,CH,"46.374649,6.16367"
2661083,Crans-sur-Sierre,CH,"46.305691,7.46805"
2661086,Couvet,CH,"46.926128,6.63415"
2661088,Courtion,CH,"46.857231,7.06887"
2661089,Courtételle,CH,"47.34074,7.31827"
2661090,Courtepin,CH,"46.849998,7.2"
2661091,Courtemaîche,CH,"47.457241,7.04825"
2661092,Courtelary,CH,"47.178219,7.07236"
2661093,Courtedoux,CH,"47.408199,7.04281"
2661094,Court,CH,"47.239559,7.33655"
2661095,Courroux,CH,"47.360691,7.37371"
2661096,Courrendlin,CH,"47.338531,7.37243"
2661097,Courlevon,CH,"46.88929,7.11058"
2661098,Courgevaux,CH,"46.906479,7.11215"
2661099,Courgenay,CH,"47.403648,7.12416"
2661100,Courfaivre,CH,"47.335041,7.282"
2661102,Cottens,CH,"46.752239,7.03127"
2661104,Cossonay,CH,"46.614429,6.50631"
2661110,Cortaillod,CH,"46.943062,6.8444"
2661111,Corsier,CH,"46.26297,6.22461"
2661112,Cornol,CH,"47.40752,7.16247"
2661114,Cornaux,CH,"47.083328,7.01667"
2661115,Corminboeuf,CH,"46.81237,7.10492"
2661117,Corgémont,CH,"47.194569,7.14517"
2661119,Cordast,CH,"46.87598,7.15212"
2661123,Corbeyrier,CH,"46.34893,6.96035"
2661124,Coppet,CH,"46.316818,6.19114"
2661125,Coppet,CH,"46.286221,7.32576"
2661129,Conthey,CH,"46.225281,7.30372"
2661131,Cunter,CH,"46.609241,9.60154"
2661132,Confignon,CH,"46.173409,6.08437"
2661133,Concise,CH,"46.850269,6.71968"
2661140,Comano,CH,"46.035931,8.95573"
2661142,Colovrex,CH,"46.256081,6.13063"
2661143,Colombier,CH,"46.966282,6.86478"
2661144,Colombier,CH,"46.557091,6.47284"
2661146,Collonges,CH,"46.172039,7.03425"
2661148,Collombey,CH,"46.270081,6.94835"
2661150,Col des Roches,CH,"47.030182,6.85051"
2661151,Cointrin,CH,"46.226669,6.10552"
2661152,Coeuve,CH,"47.452888,7.09794"
2661160,Claro,CH,"46.257629,9.02252"
2661164,Cimadera,CH,"46.0788,9.04607"
2661165,Ciernes-Picat,CH,"46.505291,7.17031"
2661167,Churwalden,CH,"46.781429,9.54377"
2661169,Chur,CH,"46.849861,9.53287"
2661172,Chippis,CH,"46.281029,7.54288"
2661174,Chiggiogna,CH,"46.466949,8.82168"
2661176,Chiasso,CH,"45.832031,9.03119"
2661177,Chez-le-Bart,CH,"46.899139,6.78296"
2661178,Chézard-Saint-Martin,CH,"47.066292,6.93332"
2661179,Cheyres,CH,"46.814388,6.78685"
2661180,Chexbres,CH,"46.482079,6.77805"
2661181,Chevroux,CH,"46.888351,6.90692"
2661183,Chevenez,CH,"47.39172,6.99995"
2661187,Cheseaux,CH,"46.586239,6.60587"
2661188,Chermignon-d'en Haut,CH,"46.288441,7.47487"
2661190,Chêne-Pâquier,CH,"46.771488,6.76937"
2661191,Chêne-Bourg,CH,"46.195339,6.19406"
2661192,Chemin,CH,"46.089539,7.09631"
2661193,Cheiry,CH,"46.750381,6.83553"
2661194,Chavornay,CH,"46.702438,6.5694"
2661195,Chavannes-sous-Orsonnens,CH,"46.728069,6.99228"
2661196,Chavannes-le-Chêne,CH,"46.776958,6.77793"
2661197,Chavannes,CH,"46.530048,6.57068"
2661202,Châtel-Saint-Denis,CH,"46.526909,6.90083"
2661203,Châtelaine,CH,"46.21138,6.10891"
2661204,Châteauneuf,CH,"46.223179,7.33137"
2661205,Château-d'Oex,CH,"46.474548,7.13155"
2661209,Charrat,CH,"46.122021,7.13456"
2661210,Charmoille,CH,"47.423752,7.20757"
2661211,Charmey,CH,"46.616219,7.16814"
2661214,Chardonne,CH,"46.476761,6.8268"
2661217,Changins,CH,"46.398079,6.23212"
2661218,Chandolin,CH,"46.25127,7.59318"
2661219,Chancy,CH,"46.150028,5.97153"
2661220,Champvent,CH,"46.782902,6.57188"
2661221,Champsec,CH,"46.05806,7.24296"
2661223,Champéry,CH,"46.17543,6.86903"
2661224,Champagne,CH,"46.83213,6.65977"
2661226,Chamoson,CH,"46.201038,7.22341"
2661228,Cham,CH,"47.182129,8.46358"
2661229,Chalais,CH,"46.267021,7.50958"
2661230,Chabrey,CH,"46.926941,6.98164"
2661231,Cevio,CH,"46.316078,8.60131"
2661233,Cernier,CH,"47.058781,6.9004"
2661234,Cerniat,CH,"46.634159,7.15884"
2661240,Céligny,CH,"46.350689,6.195"
2661241,Celerina,CH,"46.514519,9.8583"
2661242,Cazis,CH,"46.72308,9.42881"
2661247,Caux,CH,"46.432411,6.93855"
2661252,Castiel,CH,"46.839378,9.60361"
2661253,Castel San Pietro,CH,"45.860611,9.00932"
2661255,Castasegna,CH,"46.33392,9.51785"
2661256,Castagnola,CH,"46.004951,8.97394"
2661260,Caslano,CH,"45.971531,8.88261"
2661265,Carouge,CH,"46.180962,6.13921"
2661269,Canobbio,CH,"46.03426,8.96566"
2661280,Camorino,CH,"46.164349,9.00364"
2661293,Cadro,CH,"46.045952,8.98725"
2661294,Cadenazzo,CH,"46.151081,8.94199"
2661295,Cadempino,CH,"46.03672,8.93403"
2661297,Buus,CH,"47.505421,7.86476"
2661298,Bützberg,CH,"47.214088,7.74309"
2661299,Buttwil,CH,"47.26828,8.31064"
2661300,Buttisholz,CH,"47.114422,8.09425"
2661301,Buttes,CH,"46.888119,6.55137"
2661302,Bütschwil,CH,"47.360222,9.07213"
2661305,Bussigny,CH,"46.551102,6.55597"
2661306,Büsserach,CH,"47.394642,7.54116"
2661308,Burtigny,CH,"46.467541,6.25706"
2661310,Burstera,CH,"46.676311,7.29047"
2661311,Bursins,CH,"46.452759,6.29139"
2661312,Bursinel,CH,"46.439571,6.30581"
2661313,Büron,CH,"47.212059,8.09421"
2661315,Bürglen,CH,"47.550362,9.15235"
2661316,Bürglen,CH,"46.875648,8.66539"
2661317,Bürglen,CH,"46.810268,8.16264"
2661318,Burgistein,CH,"46.784641,7.49988"
2661321,Burgdorf,CH,"47.05901,7.62786"
2661324,Büren an der Aare,CH,"47.139759,7.3722"
2661325,Bure,CH,"47.44165,7.00748"
2661326,Bürchen,CH,"46.280529,7.81506"
2661327,Buonas,CH,"47.14151,8.45346"
2661328,Buochs,CH,"46.97398,8.42279"
2661335,Bumbach,CH,"46.799999,7.9"
2661337,Bulle,CH,"46.619499,7.05674"
2661338,Bülach,CH,"47.521969,8.54049"
2661339,Buix,CH,"47.481098,7.03054"
2661343,Bühler,CH,"47.373482,9.42507"
2661348,Buchs,CH,"47.38789,8.07375"
2661349,Buchs,CH,"47.167431,9.47794"
2661350,Buchrain,CH,"47.086021,8.34621"
2661352,Buchholterberg,CH,"46.813511,7.67463"
2661359,Bubikon,CH,"47.266979,8.8179"
2661360,Bubendorf,CH,"47.445862,7.73759"
2661361,Brüttisellen,CH,"47.42173,8.63263"
2661362,Brütten,CH,"47.473179,8.67569"
2661363,Brüttelen,CH,"47.02269,7.14793"
2661365,Brusio,CH,"46.257671,10.12604"
2661367,Brunnenthal,CH,"47.08667,7.46857"
2661374,Brugg,CH,"47.480961,8.20869"
2661375,Brügg,CH,"47.123699,7.27887"
2661377,Brot-Plamboz,CH,"46.985409,6.74784"
2661380,Bronschhofen,CH,"47.478352,9.03454"
2661383,Broc,CH,"46.605141,7.09891"
2661384,Brittnau,CH,"47.259541,7.94689"
2661388,Brissago,CH,"46.120129,8.71181"
2661389,Brislach,CH,"47.417629,7.5434"
2661393,Brigerbad,CH,"46.299858,7.91788"
2661394,Brig,CH,"46.316669,7.98333"
2661395,Brienzwiler,CH,"46.750839,8.10139"
2661398,Brienz,CH,"46.754501,8.03847"
2661400,Bretzwil,CH,"47.397831,7.65222"
2661401,Brenzikofen,CH,"46.818119,7.61713"
2661404,Brenles,CH,"46.671139,6.8538"
2661407,Bremgarten,CH,"47.351089,8.34214"
2661412,Breitenbach,CH,"47.40564,7.54382"
2661414,Breíl,CH,"46.769859,9.06036"
2661419,Braunwald,CH,"46.941589,8.99643"
2661420,Bratsch,CH,"46.320728,7.70828"
2661422,Bramois,CH,"46.232639,7.40341"
2661423,Brail,CH,"46.655521,10.03513"
2661424,Bözen,CH,"47.495281,8.08333"
2661425,Bowil,CH,"46.89304,7.69757"
2661426,Bovernier,CH,"46.07901,7.08584"
2661427,Le Bouveret,CH,"46.38459,6.85327"
2661428,Bourg-Saint-Pierre,CH,"45.948761,7.20772"
2661429,Boudry,CH,"46.949909,6.83757"
2661430,Boudevilliers,CH,"47.027382,6.88948"
2661431,Böttstein,CH,"47.557468,8.22224"
2661432,Bottmingen,CH,"47.52343,7.57211"
2661433,Bottighofen,CH,"47.63641,9.20884"
2661434,Bottenwil,CH,"47.285412,8.00464"
2661435,Bottens,CH,"46.615959,6.66149"
2661437,Bösingen,CH,"46.892288,7.2277"
2661440,Bort,CH,"46.71701,7.84771"
2661444,Borex,CH,"46.37891,6.1762"
2661445,Bonvillars,CH,"46.83976,6.67128"
2661446,Bonstetten,CH,"47.315048,8.46836"
2661449,Boniswil,CH,"47.317249,8.18963"
2661450,Bönigen,CH,"46.687359,7.8935"
2661451,Bonfol,CH,"47.477348,7.15144"
2661452,Boncourt,CH,"47.495602,7.01423"
2661453,Bonaduz,CH,"46.811031,9.39821"
2661455,Boltigen,CH,"46.628899,7.39111"
2661456,Bolligen,CH,"46.975101,7.49697"
2661457,Boll,CH,"46.95422,7.54855"
2661458,Bolgen,CH,"46.788799,9.82184"
2661461,Bogis-Bossey,CH,"46.353741,6.16603"
2661463,Bodio,CH,"46.378078,8.90991"
2661464,Boden,CH,"46.866669,8.58333"
2661465,Boden,CH,"46.668758,8.26665"
2661467,Blumenstein,CH,"46.7421,7.52136"
2661468,Blonay,CH,"46.467781,6.89615"
2661476,Blauen,CH,"47.450241,7.51848"
2661484,Bivio,CH,"46.468552,9.65064"
2661485,Bitsch,CH,"46.349998,7.96667"
2661487,Bissegg,CH,"47.562569,9.04784"
2661490,Birsfelden,CH,"47.552898,7.62322"
2661492,Birrwil,CH,"47.288601,8.20004"
2661493,Birr,CH,"47.433331,8.2"
2661495,Birmenstorf,CH,"47.461521,8.24816"
2661496,Birmensdorf,CH,"47.355148,8.44256"
2661498,Bioggio,CH,"46.01667,8.88333"
2661499,Binningen,CH,"47.540211,7.56932"
2661502,Binn,CH,"46.36393,8.18421"
2661503,Bilten,CH,"47.15099,9.02821"
2661504,Bigorio,CH,"46.070221,8.95904"
2661506,Biglen,CH,"46.926289,7.62508"
2661511,Bière,CH,"46.537609,6.33362"
2661513,Biel/Bienne,CH,"47.132401,7.24411"
2661518,"Thayngen, Bibern",CH,"47.772911,8.6762"
2661519,Biberist,CH,"47.185589,7.56005"
2661524,Biasca,CH,"46.359718,8.96965"
2661526,Beznau,CH,"47.553242,8.2291"
2661527,Bex,CH,"46.25214,7.01141"
2661528,Bévilard,CH,"47.23711,7.28325"
2661531,Bevaix,CH,"46.929581,6.8147"
2661532,Beuson,CH,"46.166672,7.3"
2661533,Bettlach,CH,"47.200619,7.42405"
2661534,Bettingen,CH,"47.570389,7.66425"
2661535,Betten,CH,"46.377079,8.06963"
2661536,Bettelried,CH,"46.533329,7.38333"
2661537,Betschwanden,CH,"46.946339,9.02763"
2661540,Berschis,CH,"47.106819,9.34645"
2661542,Beromünster,CH,"47.20612,8.19265"
2661547,Bernex,CH,"46.176498,6.07544"
2661550,Berneck,CH,"47.425049,9.61299"
2661551,Canton de Berne,CH,"47.0,7.58333"
2661552,Bern,CH,"46.94809,7.44744"
2661554,Beringen,CH,"47.697632,8.57431"
2661555,Berikon,CH,"47.349998,8.38333"
2661557,Berg,CH,"47.5797,9.16635"
2661558,Bercher,CH,"46.692181,6.70833"
2661560,Benken,CH,"47.198421,9.00434"
2661563,Belp,CH,"46.891289,7.49825"
2661564,Belmont-sur-Lausanne,CH,"46.518909,6.67636"
2661565,Bellwald,CH,"46.423901,8.16"
2661566,Bellmund,CH,"47.108521,7.24608"
2661567,Bellinzona,CH,"46.19278,9.01703"
2661568,Bellevue,CH,"46.257389,6.15475"
2661570,Bellelay,CH,"47.263302,7.16658"
2661574,Belfaux,CH,"46.821709,7.10674"
2661577,Beinwil,CH,"47.26059,8.20506"
2661579,Begnins,CH,"46.441521,6.24762"
2661585,Beckenried,CH,"46.96476,8.47394"
2661586,Beatenberg,CH,"46.698959,7.79428"
2661591,Bavois,CH,"46.684029,6.5671"
2661592,Buriet,CH,"47.466671,9.58333"
2661593,Bauma,CH,"47.367451,8.87905"
2661594,Baulmes,CH,"46.79031,6.52279"
2661595,Bauen,CH,"46.935589,8.57836"
2661596,Bätterkinden,CH,"47.133629,7.54104"
2661598,Bas-Vully,CH,"46.950001,7.1"
2661599,Bassersdorf,CH,"47.44342,8.62851"
2661600,Basse-Nendaz,CH,"46.18993,7.31209"
2661601,Bassecourt,CH,"47.338291,7.24494"
2661602,Kanton Basel-Stadt,CH,"47.549999,7.58333"
2661603,Kanton Basel-Landschaft,CH,"47.416672,7.75"
2661604,Basel,CH,"47.558399,7.57327"
2661605,Basadingen,CH,"47.668678,8.74821"
2661607,Bärschwil,CH,"47.382198,7.47229"
2661612,Bäriswil,CH,"47.01947,7.52709"
2661613,Bäretswil,CH,"47.33709,8.85645"
2661618,Bärau,CH,"46.930061,7.81143"
2661620,Bannwil,CH,"47.234039,7.73101"
2661624,Baltschieder,CH,"46.30888,7.8657"
2661625,Baltenswil,CH,"47.430672,8.64136"
2661626,Balsthal,CH,"47.316132,7.69318"
2661632,Ballwil,CH,"47.154869,8.32138"
2661633,Ballens,CH,"46.554852,6.3731"
2661634,Ballaigues,CH,"46.730549,6.41556"
2661635,Balgach,CH,"47.405441,9.6095"
2661637,Balerna,CH,"45.84882,9.01416"
2661641,Bagnes,CH,"46.083328,7.21667"
2661643,Bad-Schwarzsee,CH,"46.671001,7.28179"
2661644,Bad Ragaz,CH,"47.006008,9.50266"
2661646,Baden,CH,"47.473331,8.30592"
2661649,Bachs,CH,"47.51667,8.43333"
2661651,Bachenbülach,CH,"47.50317,8.54556"
2661653,Baar,CH,"47.196251,8.52954"
2661654,Ayer,CH,"46.17902,7.60284"
2661655,Ayent,CH,"46.276859,7.40676"
2661658,Avry-sur-Matran,CH,"46.788151,7.07006"
2661661,Avenches,CH,"46.880039,7.04071"
2661663,Auw,CH,"47.210819,8.36583"
2661664,Auvernier,CH,"46.975449,6.87903"
2661665,Autigny,CH,"46.73661,7.01998"
2661666,Zürich (Kreis 4) / Aussersihl,CH,"47.377522,8.52127"
2661675,Auressio,CH,"46.201111,8.68396"
2661676,Aumont,CH,"46.79958,6.85133"
2661681,Augst,CH,"47.535568,7.71468"
2661682,Augio,CH,"46.365822,9.12775"
2661685,Auenstein,CH,"47.415581,8.13455"
2661687,Aubonne,CH,"46.49514,6.39155"
2661689,Au,CH,"47.432209,9.63387"
2661691,Au,CH,"47.241852,8.64406"
2661692,Attiswil,CH,"47.246731,7.61353"
2661693,Attinghausen,CH,"46.862549,8.63036"
2661694,Attalens,CH,"46.50996,6.84835"
2661695,Asuel,CH,"47.403561,7.21078"
2661697,Assens,CH,"46.61301,6.62184"
2661698,Ascona,CH,"46.15451,8.77327"
2661701,Arzo,CH,"45.87606,8.94103"
2661703,Arzier,CH,"46.459621,6.20813"
2661705,Arveyes,CH,"46.290031,7.0606"
2661708,Arth,CH,"47.06337,8.52348"
2661712,Arosa,CH,"46.777931,9.67621"
2661719,Arlesheim,CH,"47.494122,7.61979"
2661720,Aristau,CH,"47.286919,8.36356"
2661721,Arisdorf,CH,"47.513229,7.76515"
2661722,Argseeli,CH,"46.900242,8.92791"
2661725,Ardon,CH,"46.21064,7.25776"
2661726,Ardez,CH,"46.775059,10.20228"
2661728,Arconciel,CH,"46.74733,7.12152"
2661729,Arch,CH,"47.165329,7.43139"
2661731,Arbon,CH,"47.51667,9.43333"
2661732,Arbedo-Castione,CH,"46.200001,9.08333"
2661734,Arbaz,CH,"46.273621,7.384"
2661738,Apples,CH,"46.552368,6.42889"
2661739,Kanton Appenzell Ausserrhoden,CH,"47.416672,9.33333"
2661740,Appenzell,CH,"47.331032,9.40996"
2661741,Kanton Appenzell Innerrhoden,CH,"47.299999,9.38333"
2661745,Anières,CH,"46.27673,6.22204"
2661748,Andwil,CH,"47.438549,9.27636"
2661750,Andermatt,CH,"46.635651,8.59388"
2661751,Bezirk Andelfingen,CH,"47.583328,8.75"
2661753,Amsteg,CH,"46.77132,8.66963"
2661755,Amsoldingen,CH,"46.727539,7.58247"
2661756,Amriswil,CH,"47.546989,9.29836"
2661758,Amden,CH,"47.14888,9.14233"
2661764,Alvaneu,CH,"46.678921,9.64378"
2661766,Altstätten,CH,"47.377659,9.54746"
2661768,Altnau,CH,"47.611622,9.25905"
2661770,Altishofen,CH,"47.199162,7.96964"
2661772,Alterswilen,CH,"47.610062,9.15345"
2661773,Alterswil,CH,"46.795872,7.25877"
2661775,Altenrhein,CH,"47.490372,9.55216"
2661776,Altendorf,CH,"47.191368,8.82944"
2661777,Alten,CH,"47.59893,8.64373"
2661780,Altdorf,CH,"46.880421,8.64441"
2661783,Alpthal,CH,"47.069538,8.71602"
2661787,Alpnachstad,CH,"46.952381,8.27597"
2661789,Alpnach,CH,"46.940201,8.27426"
2661810,Allschwil,CH,"47.550739,7.53599"
2661814,Alle,CH,"47.426182,7.12911"
2661815,Allaman,CH,"46.470081,6.3964"
2661820,Alchenstorf,CH,"47.12537,7.63785"
2661825,Albligen,CH,"46.852291,7.31814"
2661827,Albinen,CH,"46.34071,7.63318"
2661828,Albeuve,CH,"46.517269,7.0567"
2661829,Alberswil,CH,"47.149979,8.00313"
2661834,Aigle,CH,"46.3181,6.96457"
2661836,Agno,CH,"45.98333,8.85"
2661838,Agiez,CH,"46.721031,6.50751"
2661841,Agarn,CH,"46.297489,7.66322"
2661842,Affoltern am Albis,CH,"47.277431,8.45128"
2661844,Affeltrangen,CH,"47.527012,9.03207"
2661846,Aettenschwil,CH,"47.183559,8.37185"
2661847,Aeschlenberg,CH,"46.786629,7.2612"
2661848,Aeschlen ob Gunten,CH,"46.719978,7.70056"
2661849,Aeschi b. Spiez,CH,"46.658482,7.6965"
2661852,Aesch,CH,"47.471039,7.5973"
2661858,Aedermannsdorf,CH,"47.303741,7.61052"
2661860,Aecherli,CH,"46.833328,8.18333"
2661861,Adliswil,CH,"47.309971,8.52462"
2661862,Adligenswil,CH,"47.065208,8.36124"
2661863,Adelboden,CH,"46.491421,7.56031"
2661865,Acquarossa,CH,"46.451759,8.93999"
2661871,Abtwil,CH,"47.423729,9.32113"
2661874,Aarwangen,CH,"47.238449,7.76854"
2661875,Aarwangen,CH,"47.25,7.75"
2661876,Kanton Aargau,CH,"47.333328,8.16667"
2661879,Aarburg,CH,"47.320671,7.89986"
2661880,Aarberg,CH,"47.044392,7.27578"
2661881,Aarau,CH,"47.39254,8.04422"
2661882,Aadorf,CH,"47.492039,8.90099"
2760894,Wolfurt,AT,"47.466671,9.75"
2761712,Weiler,AT,"47.299721,9.65"
2762300,Vorarlberg,AT,"47.25,9.91667"
2762376,Viktorsberg,AT,"47.299721,9.66667"
2763202,Übersaxen,AT,"47.252838,9.6708"
2763302,Tschagguns,AT,"47.083328,9.9"
2763658,Thüringen,AT,"47.200001,9.76667"
2764010,Sulzberg,AT,"47.51667,9.9"
2764026,Sulz,AT,"47.287209,9.65183"
2764699,Stallehr,AT,"47.13306,9.85"
2765050,Silbertal,AT,"47.093681,9.98314"
2765150,Serfaus,AT,"47.033329,10.6"
2765331,See,AT,"47.083328,10.46667"
2765499,Schwarzach,AT,"47.449039,9.76213"
2765581,Schruns,AT,"47.066669,9.91667"
2765796,Schnifis,AT,"47.216671,9.73306"
2765798,Schnepfau,AT,"47.349998,9.95"
2765890,Schlins,AT,"47.200001,9.7"
2766322,Satteins,AT,"47.216671,9.66667"
2766724,Sankt Gallenkirch,AT,"47.01667,9.96667"
2766753,Sankt Anton im Montafon,AT,"47.116669,9.86667"
2767074,Röthis,AT,"47.29332,9.65484"
2767231,Röns,AT,"47.216671,9.7"
2767452,Riefensberg,AT,"47.5,9.96667"
2767469,Ried im Oberinntal,AT,"47.049999,10.65"
2767514,Reuthe,AT,"47.37022,9.89044"
2767515,Reuthe,AT,"47.366669,9.88333"
2767974,Rankweil,AT,"47.27108,9.64308"
2768081,Raggal,AT,"47.216671,9.83306"
2768905,Pfunds,AT,"46.966671,10.55"
2770008,Oberklien,AT,"47.375401,9.70659"
2770391,Nüziders,AT,"47.166672,9.8"
